"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.expr","receptor.expr","ligand.sum","receptor.sum","edge_specificity"
"195","B","CD8 T","HLA-A","HLA-A","APLP2","APLP2",3.2691842147084,0.161235811414212,10.9694958864466,0.627486027700406,0.076579084730916
"196","B","CD8 T","CD99","CD99","CD81","CD81",0.963961662169009,0.261661499625758,4.63789010225202,0.687483252587571,0.079107381871549
"197","B","CD8 T","B2M","B2M","CD3D","CD3D",5.08030092207413,2.19006242533081,16.4909361341051,3.07099540210601,0.219695648921804
"198","B","CD8 T","HLA-A","HLA-A","CD3D","CD3D",3.2691842147084,2.19006242533081,10.9694958864466,3.07099540210601,0.21253480041702
"199","B","CD8 T","HLA-C","HLA-C","CD3D","CD3D",3.48661807632961,2.19006242533081,11.7154620395393,3.07099540210601,0.212237579561721
"200","B","CD8 T","HLA-B","HLA-B","CD3D","CD3D",2.91367368215144,2.19006242533081,9.77183363264043,3.07099540210601,0.212638634486206
"201","B","CD8 T","POMC","POMC","ADRB2","ADRB2",0.194016969703946,0.157475075583313,0.459208753757534,0.402891879125864,0.165140224521991
"202","B","CD8 T","HSPA8","HSPA8","ADRB2","ADRB2",1.50209942866428,0.157475075583313,5.57568948008188,0.402891879125864,0.105298797984974
"203","B","CD8 T","ACTR2","ACTR2","ADRB2","ADRB2",0.389386346107171,0.157475075583313,0.940680635221764,0.402891879125864,0.16179378198775
"204","B","CD8 T","FAM3C","FAM3C","LAMP1","LAMP1",0.26439734593398,0.440201128550989,0.65102348560133,1.3823819645479,0.129325309930903
"205","B","CD8 T","CALM1","CALM1","FAS","FAS",1.57497508930134,0.150088932642222,6.14501061093323,0.268086888751053,0.143490829611415
"206","B","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",0.534134895138124,0.253758341654867,1.40033817734311,0.540790813749418,0.178981871135427
"207","B","CD8 T","ADA","ADA","DPP4","DPP4",0.313066964120183,0.19090043031915,0.926381879306725,0.19090043031915,0.337945906664833
"208","B","CD8 T","B2M","B2M","CD247","CD247",5.08030092207413,1.07022848239564,16.4909361341051,3.27735123790336,0.100599922227159
"209","B","CD8 T","LGALS9","LGALS9","CD47","CD47",0.374319606450614,0.47210030731106,0.534913018137517,2.09700906244065,0.157540922417994
"210","B","CD8 T","CD59","CD59","CD2","CD2",0.1898219513316,1.46083169262766,0.663036614621859,2.35468256057391,0.177613812504537
"211","B","CD8 T","B2M","B2M","KLRD1","KLRD1",5.08030092207413,0.330485327136156,16.4909361341051,1.55179754467066,0.0656086724252696
"212","B","CD8 T","HLA-B","HLA-B","KLRD1","KLRD1",2.91367368215144,0.330485327136156,9.77183363264043,1.55179754467066,0.0635012053421581
"213","B","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",0.534134895138124,1.10399367841308,1.40033817734311,4.0705488221705,0.103450272947678
"214","B","CD8 T","VIM","VIM","CD44","CD44",2.02913858438351,1.02215523036448,5.3647900371808,2.10305992165709,0.183833301889224
"215","B","CD8 T","B2M","B2M","CD3G","CD3G",5.08030092207413,0.383235039408898,16.4909361341051,0.79741212112046,0.148056168094738
"216","B","CD8 T","B2M","B2M","KLRC1","KLRC1",5.08030092207413,0.251176311438171,16.4909361341051,0.893647392878193,0.0865877817244158
"217","NK","B","IFNG","IFNG","IFNGR1","IFNGR1",0.470846318282549,0.125198274575497,0.649301528450821,0.632302059624825,0.143584149774917
"218","NK","B","FASLG","FASLG","FAS","FAS",0.27283150035115,0.117997956108831,0.310252968003089,0.268086888751053,0.387059273087177
"219","NK","B","CD86","CD86","CD28","CD28",0.152487467483942,0.116665254727136,0.239627474793214,0.358743595965501,0.206944990089361
"220","NK","B","IFNG","IFNG","IFNGR2","IFNGR2",0.470846318282549,0.22253843403016,0.649301528450821,0.433472873820884,0.372285272724069
"221","NK","B","ALOX5AP","ALOX5AP","ALOX5","ALOX5",1.05879560922601,0.393793090881736,2.33342811341037,0.441163223297599,0.405029351492538
"222","NK","B","CCL5","CCL5","CXCR3","CXCR3",2.50336773982058,0.118578093468527,6.59848126244347,0.700672742117141,0.0642051558015187
"223","NK","B","ANXA1","ANXA1","FPR1","FPR1",2.1121373119575,0.106251394941705,4.42587558923229,0.154739805571736,0.327684229464865
"224","NK","B","MIF","MIF","CXCR4","CXCR4",1.31632677078381,1.32766130682417,3.25077398115297,4.41371926420569,0.121803433555259
"225","NK","B","MIF","MIF","CD74","CD74",1.31632677078381,4.53114927048177,3.25077398115297,9.07811013663448,0.202110958134098
"226","NK","B","CD58","CD58","CD2","CD2",0.207224324885753,0.163910940299779,0.286243023484105,2.35468256057391,0.0503942977061442
"227","NK","B","SEMA4D","SEMA4D","CD72","CD72",0.200966848869355,0.377493402303649,0.637662063556706,0.424863534719512,0.280023029774574
"228","NK","B","CD160","CD160","TNFRSF14","TNFRSF14",0.392220447314644,0.471659436820677,0.745843228973611,1.42424198872633,0.174151581247213
"229","NK","B","GRN","GRN","TNFRSF1B","TNFRSF1B",0.21356547886922,0.215719706431801,0.729451148448679,1.00335245643575,0.0629464357424726
"230","NK","B","ICAM3","ICAM3","ITGB2","ITGB2",0.838508767564103,0.760072642284877,2.63739104504272,4.0705488221705,0.0593656481449756
"231","NK","B","MIF","MIF","CD44","CD44",1.31632677078381,0.655390474380009,3.25077398115297,2.10305992165709,0.126190138407489
"232","NK","B","LGALS1","LGALS1","ITGB1","ITGB1",2.09439999888998,0.155683292441036,3.58829065224662,0.389145404949874,0.233508189317853
"233","NK","B","LGALS1","LGALS1","PTPRC","PTPRC",2.09439999888998,0.761533411345825,3.58829065224662,3.40927499699254,0.130376387703808
"234","NK","B","TIMP1","TIMP1","CD63","CD63",0.366608914499595,0.48357702176794,0.934116054608886,3.18727616983789,0.0595453901680277
"235","NK","B","TGFB1","TGFB1","ITGB1","ITGB1",0.931933919326705,0.155683292441036,1.6229445508379,0.389145404949874,0.229726733741798
"236","NK","B","TGFB1","TGFB1","CXCR4","CXCR4",0.931933919326705,1.32766130682417,1.6229445508379,4.41371926420569,0.172728510903183
"237","NK","B","SELPLG","SELPLG","ITGAM","ITGAM",0.421189604392454,0.139321883774479,0.864692837398174,0.416354487632544,0.162994094630931
"238","NK","B","SELPLG","SELPLG","SELL","SELL",0.421189604392454,1.30654727375117,0.864692837398174,3.79505412507465,0.167696089694405
"239","NK","B","SELPLG","SELPLG","ITGB2","ITGB2",0.421189604392454,0.760072642284877,0.864692837398174,4.0705488221705,0.0909531856729947
