"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.scaled","receptor.scaled","weight_sc"
"292","NK","NK","CLEC2B","CLEC2B","KLRF1","KLRF1",0.288499989494955,0.55313979759476,0.420819893544858
"293","NK","NK","SELPLG","SELPLG","ITGAM","ITGAM",0.215029628072617,0.227952023170098,0.221490825621357
"294","NK","NK","SELPLG","SELPLG","SELL","SELL",0.215029628072617,0.485921788274762,0.35047570817369
"295","NK","NK","SELPLG","SELPLG","ITGB2","ITGB2",0.215029628072617,0.752926018397243,0.48397782323493
"296","NK","NK","LYZ","LYZ","ITGAL","ITGAL",-0.166994170636818,0.144412410890431,-0.0112908798731937
"297","NK","NK","TNFSF12","TNFSF12","TNFRSF25","TNFRSF25",0.0311130538321243,0.132460105567676,0.0817865796999001
"298","NK","NK","ARPC5","ARPC5","ADRB2","ADRB2",0.292218291758408,0.166455069527251,0.22933668064283
"299","NK","NK","GNAI2","GNAI2","S1PR5","S1PR5",0.179714828687139,0.462310667845941,0.32101274826654
"300","NK","NK","GNAI2","GNAI2","CXCR3","CXCR3",0.179714828687139,0.0379110844817353,0.108812956584437
"301","NK","NK","GNAI2","GNAI2","ADCY7","ADCY7",0.179714828687139,0.339740675733056,0.259727752210097
"302","NK","NK","PKM","PKM","CD44","CD44",-0.185671469607418,-0.311693946272449,-0.248682707939933
"303","NK","NK","FYN","FYN","SPN","SPN",0.173833664468677,0.356683438207106,0.265258551337892
"304","NK","NK","CALM1","CALM1","PTPRA","PTPRA",0.526744519413706,0.00414760997499959,0.265446064694353
