"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"120","NK","JAK1","NK","IFNAR2",0.0805594537879575,150.25,110.5,0.272899402863355,103,0.727215717241917,296,0.326985615967468,84,0.304944511809956,118
"121","NK","TGFB1","B","LPP",0.0825157854782374,186.5,114.5,0.264299952247836,110,0.627275726822166,419,0.30286289600324,98,0.304906386808973,119
"122","CD8 T","LGALS3","CD8 T","ANXA2",0.083031335291771,195.25,185.5,0.216332259017881,172,0.765807271424353,249,0.201247626151772,161,0.192141328893391,199
"123","NK","ADRB2","CD8 T","CXCR4",0.0857313218092304,150,125,0.235611838641785,143,0.764803567198877,251,0.287848917403427,107,0.3297820130669,99
"124","NK","SELPLG","B","SELL",0.0857313218092304,233,234,0.167696089694405,251,0.788436276394561,219,0.139110028696122,213,0.127823508629661,249
"125","B","CD19","CD8 T","CD81",0.0865169711875914,176.5,121,0.332081409771498,53,0.633627878361508,411,0.259338357620323,122,0.303172716577103,120
"126","NK","IL10RB","CD8 T","IL10RA",0.0885621320930229,170.25,116,0.348549845297733,47,0.63911393876036,402,0.272323537864707,110,0.299078821442271,122
"127","CD8 T","FYN","NK","SPN",0.09063720703125,134,96.5,0.302840696932406,70,0.742257486927241,274,0.351251485365214,69,0.297803392229664,123
"128","CD8 T","HLA-B","NK","KIR3DL2",0.0913282961867742,195.25,210.5,0.273500469655828,102,0.794436970768186,209,0.101489282210935,258,0.166226822468384,212
"129","NK","SIGLEC7","B","SIGLEC10",0.0966722714252904,213,129.5,0.785752273066666,4,0.468593793852178,589,0.189536910698001,172,0.359752846511172,87
"130","NK","CD244","NK","CD48",0.0987047438282997,220,246,0.247736260813902,125,0.776115904490138,234,0.0968365557866634,263,0.1176578465087,258
"131","CD8 T","CXCR4","CD8 T","CCR7",0.100232061609942,192.5,192.5,0.17241582305119,241,0.755950947002215,261,0.250284124138065,124,0.271227404783734,144
"132","CD8 T","GNAS","NK","PTGDR",0.103339802639151,192.5,193.5,0.197218019792065,192,0.751017504851876,263,0.261514219061271,120,0.195298600036065,195
"133","CD8 T","ANXA1","B","FPR1",0.103724117582182,165.75,121,0.297852563997266,76,0.694091560885899,345,0.269841419316896,113,0.29459231559229,129
