"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"88","B","NK","ICAM2","ICAM2","ITGAL_ITGB2","ITGAL",0.0998895733716471,0.119828816557118,0.109859194964383
"89","B","NK","LGALS9","LGALS9","HAVCR2","HAVCR2",0.336974211154387,0.348982946818189,0.342978578986288
"90","B","NK","ICAM3","ICAM3","ITGAL","ITGAL",0.0789495055746188,0.119828816557118,0.0993891610658685
"91","B","NK","ICAM3","ICAM3","ITGB2","ITGB2",0.0789495055746188,0.756028108147512,0.417488806861065
"92","B","NK","LGALS1","LGALS1","PTPRC","PTPRC",-0.603129131615521,0.198845768072479,-0.202141681771521
"93","B","NK","TIMP1","TIMP1","CD63","CD63",-0.291034269159108,0.996563569321013,0.352764650080953
"94","B","NK","SELPLG","SELPLG","SELL","SELL",-0.19058138148054,0.475334267777989,0.142376443148725
"95","B","NK","ADAM10","ADAM10","TSPAN14","TSPAN14",-0.0153979059229629,0.111561384776793,0.0480817394269148
"96","B","NK","ADAM10","ADAM10","TSPAN17","TSPAN17",-0.0153979059229629,0.0797936776776583,0.0321978858773477
"97","B","NK","TNFSF12","TNFSF12","TNFRSF25","TNFRSF25",-0.104450890587867,0.124396198067771,0.00997265373995185
"98","B","NK","HMGB1","HMGB1","CXCR4","CXCR4",-0.170861747374335,-0.334100077940278,-0.252480912657307
"99","B","NK","LGALS9","LGALS9","CD44","CD44",0.336974211154387,-0.346008680589077,-0.00451723471734514
"100","B","NK","LTB","LTB","TNFRSF1A","TNFRSF1A",0.585554778151556,0.263777542219122,0.424666160185339
"101","B","NK","LRPAP1","LRPAP1","SORL1","SORL1",-0.128777825695521,0.0288728860918255,-0.0499524698018479
"102","B","NK","HLA-A","HLA-A","APLP2","APLP2",-0.188870172143052,-0.00112743208620347,-0.0949988021146279
"103","B","NK","HLA-B","HLA-B","KIR3DL2","KIR3DL2",-0.17818528122273,0.205562659600783,0.0136886891890266
"104","B","NK","CD59","CD59","CD2","CD2",-0.0695703586016723,-0.0227405733300274,-0.0461554659658499
"105","B","NK","HLA-B","HLA-B","KLRD1","KLRD1",-0.17818528122273,0.946341686169189,0.384078202473229
"106","B","NK","MIF","MIF","CD74_CXCR2","CD74",-0.182545542976844,0,-0.0912727714884221
"107","B","NK","MIF","MIF","CD74_CXCR4","CXCR4",-0.182545542976844,-0.334100077940278,-0.258322810458561
"108","B","NK","MIF","MIF","CD44_CD74","CD44",-0.182545542976844,-0.346008680589077,-0.264277111782961
"109","B","NK","LGALS9","LGALS9","PTPRC","PTPRC",0.336974211154387,0.198845768072479,0.267909989613433
"110","B","NK","ICAM2","ICAM2","ITGAM_ITGB2","ITGAM",0.0998895733716471,0.151926815751754,0.1259081945617
"111","B","NK","LCK","LCK","CD8A_CD8B","CD8A",-0.854752602122304,-0.245635670635054,-0.550194136378679
"112","B","NK","HLA-F","HLA-F","KIR3DL2","KIR3DL2",0.0211952709052139,0.205562659600783,0.113378965252999
"113","B","NK","CD99","CD99","PILRB","PILRB",-0.49947305866306,0.104368462082821,-0.197552298290119
"114","B","NK","LRPAP1","LRPAP1","CD320","CD320",-0.128777825695521,0.110992526056895,-0.00889264981931312
"115","B","NK","IL10RB","IL10RB","IL10RA","IL10RA",0.0133643215851543,0.0582689983076892,0.0358166599464218
"116","B","NK","CD82","CD82","CD37","CD37",0.602290238781701,-0.208510487607753,0.196889875586974
"117","B","NK","CSF3R","CSF3R","CD244","CD244",0.139695224868936,0.449941874525318,0.294818549697127
"118","B","NK","HLA-C","HLA-C","CD53","CD53",-0.193561893061996,0.222145430612278,0.0142917687751409
"119","B","NK","HLA-DRA","HLA-DRA","CD82","CD82",1.57295426211358,-0.186358385122899,0.693297938495339
"120","B","NK","HLA-DRA","HLA-DRA","CD53","CD53",1.57295426211358,0.222145430612278,0.897549846362928
"121","B","NK","MS4A1","MS4A1","CD82","CD82",1.50439441029265,-0.186358385122899,0.659018012584877
"122","B","NK","HLA-DRB1","HLA-DRB1","CD82","CD82",1.21036293586606,-0.186358385122899,0.51200227537158
"123","B","NK","CD81","CD81","CD37","CD37",0.0729093238339064,-0.208510487607753,-0.0678005818869231
"124","B","NK","MS4A1","MS4A1","CD53","CD53",1.50439441029265,0.222145430612278,0.863269920452466
"125","B","NK","CD2","CD2","CD53","CD53",-0.853246009241967,0.222145430612278,-0.315550289314845
"126","B","NK","HLA-DRB1","HLA-DRB1","CD37","CD37",1.21036293586606,-0.208510487607753,0.500926224129153
"127","B","NK","TGOLN2","TGOLN2","BTN3A1","BTN3A1",0.0900153415873416,-0.0162524852371209,0.0368814281751104
"128","B","NK","PRNP","PRNP","TNFRSF25","TNFRSF25",-0.046180391138466,0.124396198067771,0.0391079034646525
"129","B","NK","CD47","CD47","HLA-C","HLA-C",-0.0234148065249695,0.17104891585086,0.0738170546629454
"130","B","NK","TNFRSF17","TNFRSF17","LY9","LY9",0.485204203714837,-0.0447471176935437,0.220228543010647
"131","B","NK","HLA-DRA","HLA-DRA","CD63","CD63",1.57295426211358,0.996563569321013,1.2847589157173
"132","B","NK","SRGN","SRGN","CD44","CD44",-0.680632850856613,-0.346008680589077,-0.513320765722845
"133","B","NK","CD53","CD53","CD37","CD37",-0.0854529562148236,-0.208510487607753,-0.146981721911288
"134","B","NK","TGFB1","TGFB1","ACVR1_TGFBR1","TGFBR1",-0.163135435816823,0,-0.0815677179084113
"135","B","NK","HLA-DRA","HLA-DRA","CD37","CD37",1.57295426211358,-0.208510487607753,0.682221887252912
"136","B","NK","FCGRT","FCGRT","IGFLR1","IGFLR1",0.193766926742493,0.074045256278328,0.133906091510411
"137","B","NK","CD320","CD320","TMEM167A","TMEM167A",-0.234932232091066,0.0431355897000622,-0.0958983211955019
"138","B","NK","HLA-DRB1","HLA-DRB1","CD53","CD53",1.21036293586606,0.222145430612278,0.716254183239168
"139","B","NK","ITGA4","ITGA4","CD82","CD82",0.0953432330265657,-0.186358385122899,-0.0455075760481667
"140","B","NK","CD79B","CD79B","CD244","CD244",1.31840411230711,0.449941874525318,0.884172993416214
"141","B","CD8 T","JAK1","JAK1","IFNAR1","IFNAR1",-0.153669452549756,0.0135429990129088,-0.0700632267684235
"142","B","CD8 T","TYK2","TYK2","IFNAR1","IFNAR1",0.0491626593075343,0.0135429990129088,0.0313528291602215
"143","B","CD8 T","CCL5","CCL5","CXCR3","CXCR3",-1.47237547184195,0.201020762992139,-0.635677354424905
"144","B","CD8 T","TYK2","TYK2","JAK1","JAK1",0.0491626593075343,-0.322450865066187,-0.136644102879326
"145","B","CD8 T","CD74","CD74","CXCR4","CXCR4",0.757187354633794,0.433483907261923,0.595335630947858
"146","B","CD8 T","ARRB2","ARRB2","ADRB2","ADRB2",-0.355179459312053,0.0451710668741291,-0.155004196218962
"147","B","CD8 T","GRK5","GRK5","ADRB2","ADRB2",0.18833016735984,0.0451710668741291,0.116750617116985
"148","B","CD8 T","GNAS","GNAS","PTGDR","PTGDR",0.148887134357962,-0.234311125862517,-0.0427119957522778
"149","B","CD8 T","ITGB1","ITGB1","CD151","CD151",0.0445378464691383,0.201558376042416,0.123048111255777
"150","B","CD8 T","HLA-E","HLA-E","KLRC1_KLRD1","KLRC1",-0.173441882345715,-0.0867349733601268,-0.130088427852921
"151","B","CD8 T","HLA-E","HLA-E","KLRC2_KLRD1","KLRD1",-0.173441882345715,0,-0.0867209411728574
"152","B","CD8 T","HLA-E","HLA-E","KLRC3_KLRD1","KLRD1",-0.173441882345715,0,-0.0867209411728574
"153","B","CD8 T","ICAM2","ICAM2","ITGAL_ITGB2","ITGAL",0.0998895733716471,0.158148879819636,0.129019226595642
"154","B","CD8 T","ICAM2","ICAM2","ITGAM_ITGB2","ITGB2",0.0998895733716471,-0.206135072530216,-0.0531227495792845
"155","B","CD8 T","CD47","CD47","SIRPG","SIRPG",-0.0234148065249695,0.366790369232427,0.171687781353729
"156","B","CD8 T","ICAM3","ICAM3","ITGAL","ITGAL",0.0789495055746188,0.158148879819636,0.118549192697127
"157","B","CD8 T","ICAM3","ICAM3","ITGB2","ITGB2",0.0789495055746188,-0.206135072530216,-0.0635927834777986
"158","B","CD8 T","LGALS1","LGALS1","ITGB1","ITGB1",-0.603129131615521,0.098681419440924,-0.252223856087299
"159","B","CD8 T","LGALS1","LGALS1","PTPRC","PTPRC",-0.603129131615521,0.193373636708764,-0.204877747453379
