"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.expr","receptor.expr","ligand.sum","receptor.sum","edge_specificity"
"1","B","B","CCL5","CCL5","CXCR3","CXCR3",0.491671035879648,0.118578093468527,6.59848126244347,0.700672742117141,0.012610139117639
"2","B","NK","MFNG","MFNG","NOTCH1","NOTCH1",0.442947348968493,0.136564891325529,1.36938796855623,0.239994573954884,0.184061619765235
"3","B","NK","CCL5","CCL5","CXCR3","CXCR3",0.491671035879648,0.254680211646446,6.59848126244347,0.700672742117141,0.0270838635150079
"4","B","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.415304167091577,0.234552940157019,1.6229445508379,0.275940460753103,0.217514444680576
"5","B","NK","TGFB1","TGFB1","TGFBR1_TGFBR2","TGFBR1",0.415304167091577,0.234552940157019,1.6229445508379,0.275940460753103,0.217514444680576
"6","B","NK","CD48","CD48","CD244","CD244",1.54599795581421,0.387601899198962,4.50213612228954,0.426923892372515,0.311763831069842
"7","B","CD8 T","CCL5","CCL5","CXCR3","CXCR3",0.491671035879648,0.327414437002168,6.59848126244347,0.700672742117141,0.0348187551254283
"8","B","CD8 T","TGFB1","TGFB1","TGFBR1_TGFBR2","TGFBR2",0.415304167091577,0.21085677859872,1.6229445508379,0.340865791012027,0.158294839158179
"9","B","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",0.415304167091577,0.21085677859872,1.6229445508379,0.340865791012027,0.158294839158179
"10","NK","B","IFNG","IFNG","IFNGR1","IFNGR1",0.470846318282549,0.125198274575497,0.649301528450821,0.632302059624825,0.143584149774917
"11","NK","B","IFNG","IFNG","IFNGR2","IFNGR2",0.470846318282549,0.22253843403016,0.649301528450821,0.433472873820884,0.372285272724069
"12","NK","B","FASLG","FASLG","FAS","FAS",0.27283150035115,0.117997956108831,0.310252968003089,0.268086888751053,0.387059273087177
"13","NK","B","CCL5","CCL5","CXCR3","CXCR3",2.50336773982058,0.118578093468527,6.59848126244347,0.700672742117141,0.0642051558015187
"14","NK","NK","IFNG","IFNG","IFNGR1","IFNGR1",0.470846318282549,0.194453137051598,0.649301528450821,0.632302059624825,0.223009370131396
"15","NK","NK","IFNG","IFNG","IFNGR1_IFNGR2","IFNGR2",0.470846318282549,0.160541608425798,0.649301528450821,0.433472873820884,0.268570580793514
"16","NK","NK","IFNG","IFNG","IFNGR2","IFNGR2",0.470846318282549,0.160541608425798,0.649301528450821,0.433472873820884,0.268570580793514
"17","NK","NK","MFNG","MFNG","NOTCH1","NOTCH1",0.399271070764672,0.136564891325529,1.36938796855623,0.239994573954884,0.165912450275377
"18","NK","NK","CCL5","CCL5","CXCR3","CXCR3",2.50336773982058,0.254680211646446,6.59848126244347,0.700672742117141,0.137898849526232
"19","NK","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.931933919326705,0.234552940157019,1.6229445508379,0.275940460753103,0.488097893071809
"20","NK","NK","TGFB1","TGFB1","TGFBR1_TGFBR2","TGFBR1",0.931933919326705,0.234552940157019,1.6229445508379,0.275940460753103,0.488097893071809
"21","NK","NK","CD48","CD48","CD244","CD244",1.2284932202849,0.387601899198962,4.50213612228954,0.426923892372515,0.247736260813902
"22","NK","CD8 T","IFNG","IFNG","IFNGR1","IFNGR1",0.470846318282549,0.31265064799773,0.649301528450821,0.632302059624825,0.358564665699609
"23","NK","CD8 T","IFNG","IFNG","IFNGR1_IFNGR2","IFNGR1",0.470846318282549,0.31265064799773,0.649301528450821,0.632302059624825,0.358564665699609
"24","NK","CD8 T","FASLG","FASLG","FAS","FAS",0.27283150035115,0.150088932642222,0.310252968003089,0.268086888751053,0.492324740890841
"25","NK","CD8 T","CCL5","CCL5","CXCR3","CXCR3",2.50336773982058,0.327414437002168,6.59848126244347,0.700672742117141,0.177281438117998
"26","NK","CD8 T","TGFB1","TGFB1","TGFBR1_TGFBR2","TGFBR2",0.931933919326705,0.21085677859872,1.6229445508379,0.340865791012027,0.355210329091986
"27","NK","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",0.931933919326705,0.21085677859872,1.6229445508379,0.340865791012027,0.355210329091986
"28","CD8 T","B","IFNG","IFNG","IFNGR1","IFNGR1",0.178455210168272,0.125198274575497,0.649301528450821,0.632302059624825,0.0544197514772521
"29","CD8 T","B","IFNG","IFNG","IFNGR2","IFNGR2",0.178455210168272,0.22253843403016,0.649301528450821,0.433472873820884,0.14109964123508
"30","CD8 T","B","CCL5","CCL5","CXCR3","CXCR3",3.60344248674324,0.118578093468527,6.59848126244347,0.700672742117141,0.0924193368009704
"31","CD8 T","NK","IFNG","IFNG","IFNGR1","IFNGR1",0.178455210168272,0.194453137051598,0.649301528450821,0.632302059624825,0.0845226615798031
"32","CD8 T","NK","IFNG","IFNG","IFNGR1_IFNGR2","IFNGR2",0.178455210168272,0.160541608425798,0.649301528450821,0.433472873820884,0.101790791558787
"33","CD8 T","NK","IFNG","IFNG","IFNGR2","IFNGR2",0.178455210168272,0.160541608425798,0.649301528450821,0.433472873820884,0.101790791558787
"34","CD8 T","NK","MFNG","MFNG","NOTCH1","NOTCH1",0.527169548823062,0.136564891325529,1.36938796855623,0.239994573954884,0.219059175482688
"35","CD8 T","NK","IL23A","IL23A","IL12RB1","IL12RB1",0.236730990930135,0.4689443452849,0.284252616969325,0.736785429331027,0.53006718486953
"36","CD8 T","NK","CCL5","CCL5","CXCR3","CXCR3",3.60344248674324,0.254680211646446,6.59848126244347,0.700672742117141,0.198496835024107
"37","CD8 T","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.275706464419614,0.234552940157019,1.6229445508379,0.275940460753103,0.14440052196696
"38","CD8 T","NK","TGFB1","TGFB1","TGFBR1_TGFBR2","TGFBR1",0.275706464419614,0.234552940157019,1.6229445508379,0.275940460753103,0.14440052196696
"39","CD8 T","NK","CD48","CD48","CD244","CD244",1.72764494619042,0.387601899198962,4.50213612228954,0.426923892372515,0.348394514447537
"40","CD8 T","CD8 T","IFNG","IFNG","IFNGR1","IFNGR1",0.178455210168272,0.31265064799773,0.649301528450821,0.632302059624825,0.135899401337023
"41","CD8 T","CD8 T","IFNG","IFNG","IFNGR1_IFNGR2","IFNGR1",0.178455210168272,0.31265064799773,0.649301528450821,0.632302059624825,0.135899401337023
"42","CD8 T","CD8 T","IL23A","IL23A","IL12RB1","IL12RB1",0.236730990930135,0.197049381084032,0.284252616969325,0.736785429331027,0.222733063660336
"43","CD8 T","CD8 T","CCL5","CCL5","CXCR3","CXCR3",3.60344248674324,0.327414437002168,6.59848126244347,0.700672742117141,0.255185626971099
"44","CD8 T","CD8 T","TGFB1","TGFB1","TGFBR1_TGFBR2","TGFBR2",0.275706464419614,0.21085677859872,1.6229445508379,0.340865791012027,0.105086618190733
"45","CD8 T","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",0.275706464419614,0.21085677859872,1.6229445508379,0.340865791012027,0.105086618190733
