"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.expr","receptor.expr","ligand.sum","receptor.sum","edge_specificity"
"1","B","B","ALOX5","ALOX5","ALOX5AP","ALOX5AP",0.393793090881736,0.518253846943279,0.441163223297599,2.33342811341037,0.198251690606645
"2","B","B","ANXA1","ANXA1","FPR1","FPR1",0.393885390523984,0.106251394941705,4.42587558923229,0.154739805571736,0.0611087309336431
"3","B","B","MIF","MIF","CD74","CD74",0.910488685785623,4.53114927048177,3.25077398115297,9.07811013663448,0.139797917005679
"4","B","B","ICAM3","ICAM3","ITGAD_ITGB2","ITGB2",0.954335724036847,0,2.63739104504272,0,0
"5","B","B","EBI3_IL27","EBI3","IL27RA_IL6ST","IL27RA",0.162130281769887,0,0.162130281769887,0,0
"6","B","B","ITGAL_ITGB2","ITGB2","ICAM3","ICAM3",0.760072642284877,0.954335724036847,4.0705488221705,2.63739104504272,0.06756608994076
"7","B","B","CD72","CD72","SEMA4D","SEMA4D",0.377493402303649,0.223094502642178,0.424863534719512,0.637662063556706,0.310855242580462
"8","B","B","GRN","GRN","TNFRSF1B","TNFRSF1B",0.37397282069396,0.215719706431801,0.729451148448679,1.00335245643575,0.110225005707307
"9","B","B","SELL","SELL","SELPLG","SELPLG",1.30654727375117,0.177682740845203,3.79505412507465,0.864692837398174,0.070744150698841
"10","B","B","TNFSF10","TNFSF10","RIPK1","RIPK1",0.334092917583333,0.142513478852681,0.805301966118006,0.319165081547255,0.185246102920404
"11","B","B","LGALS9","LGALS9","CD44","CD44",0.374319606450614,0.655390474380009,0.534913018137517,2.10305992165709,0.218076006741322
"12","B","B","FAM3C","FAM3C","LAMP1","LAMP1",0.26439734593398,0.217407711390467,0.65102348560133,1.3823819645479,0.0638715301559788
"13","B","B","LGALS9","LGALS9","CD47","CD47",0.374319606450614,0.660883773505572,0.534913018137517,2.09700906244065,0.220538384908425
"14","B","B","BAG6","BAG6","NCR3","NCR3",0.415882888083069,0.265567624522794,0.604753014597873,2.04360955813809,0.0893655665391381
"15","B","B","PTPRC","PTPRC","CD22","CD22",0.761533411345825,0.554265365533974,3.40927499699254,0.672465812718861,0.184108763026257
"16","B","B","FCER2","FCER2","ITGAM_ITGB2","ITGAM",0.408886667884992,0.139321883774479,0.52906507985215,0.416354487632544,0.258612754866355
"17","B","B","FCER2","FCER2","ITGAX_ITGB2","ITGB2",0.408886667884992,0,0.52906507985215,0,0
"18","B","B","LCK","LCK","CD8A_CD8B","CD8B",0.258733369236244,0.209488446226433,2.69122229984193,1.19925130799202,0.0167939457522319
"19","B","B","CD52","CD52","SIGLEC10","SIGLEC10",2.92588119785861,0.190869862035322,7.39771084732131,0.242913534682359,0.310774217780205
"20","B","B","FAM3C","FAM3C","CLEC2D","CLEC2D",0.26439734593398,0.209066849841072,0.65102348560133,0.495302381296547,0.171425409203825
"21","B","B","MIF","MIF","TNFRSF14","TNFRSF14",0.910488685785623,0.471659436820677,3.25077398115297,1.42424198872633,0.0927539730082091
"22","B","B","COPA","COPA","CD74","CD74",0.160855517535105,4.53114927048177,0.258251662736278,9.07811013663448,0.310889287850103
"23","B","B","FAM3C","FAM3C","HLA-C","HLA-C",0.26439734593398,3.48661807632961,0.65102348560133,11.7154620395393,0.120866345655705
"24","B","NK","CD28","CD28","CD86","CD86",0.116665254727136,0.152487467483942,0.358743595965501,0.239627474793214,0.206944990089361
"25","B","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",0.415304167091577,0.189355420774789,1.6229445508379,0.24343415955529,0.199048463342506
"26","B","NK","ALOX5","ALOX5","ALOX5AP","ALOX5AP",0.393793090881736,1.05879560922601,0.441163223297599,2.33342811341037,0.405029351492538
"27","B","NK","MIF","MIF","CD74","CD74",0.910488685785623,2.18887254872958,3.25077398115297,9.07811013663448,0.0675324966442282
"28","B","NK","GRN","GRN","TNFRSF1A","TNFRSF1A",0.37397282069396,0.327631764490504,0.729451148448679,0.484905092820628,0.346396171194786
"29","B","NK","ICAM3","ICAM3","ITGAD_ITGB2","ITGB2",0.954335724036847,0,2.63739104504272,0,0
"30","B","NK","CD48","CD48","CD244","CD244",1.54599795581421,0.387601899198962,4.50213612228954,0.426923892372515,0.311763831069842
"31","B","NK","HLA-C","HLA-C","KIR2DL3","KIR2DL3",3.48661807632961,0.258151009290912,11.7154620395393,0.258151009290912,0.29760824323978
"32","B","NK","HLA-E","HLA-E","KLRC1_KLRD1","KLRC1",2.49940506611986,0.642471081440022,8.43554965618277,0.893647392878193,0.213015227857588
"33","B","NK","HLA-E","HLA-E","KLRC1","KLRC1",2.49940506611986,0.642471081440022,8.43554965618277,0.893647392878193,0.213015227857588
"34","B","NK","HLA-E","HLA-E","KLRC2_KLRD1","KLRD1",2.49940506611986,0,8.43554965618277,0,0
"35","B","NK","HLA-E","HLA-E","KLRC3_KLRD1","KLRD1",2.49940506611986,0,8.43554965618277,0,0
"36","B","NK","ITGAL_ITGB2","ITGB2","ICAM3","ICAM3",0.760072642284877,0.838508767564103,4.0705488221705,2.63739104504272,0.0593656481449756
"37","B","NK","LGALS9","LGALS9","HAVCR2","HAVCR2",0.374319606450614,0.320318092325787,0.534913018137517,0.377182608105251,0.594277405031093
"38","B","NK","CD72","CD72","SEMA4D","SEMA4D",0.377493402303649,0.200966848869355,0.424863534719512,0.637662063556706,0.280023029774574
"39","B","NK","TGFB1","TGFB1","TGFBR1_TGFBR2","TGFBR1",0.415304167091577,0.234552940157019,1.6229445508379,0.275940460753103,0.217514444680576
