"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"492","CD8 T","ADRB2","CD8 T","PRNP",0.830251067972768,495.25,394,0.187592467361784,338,0.562455752221107,855,0.124000042624065,366,0.133831261843113,422
"493","CD8 T","HLA-A","B","CD3G",0.838807343210363,539.5,557.5,0.0942677496839119,674,0.820203481846011,369,-0.0114785395888038,610,0.0832954056193262,505
"494","B","POMC","NK","ADRB2",0.850313799554771,501.5,405.5,0.218501598355421,262,0.502504417547799,933,0.114529129423679,385,0.129148192667786,426
"495","B","ADAM10","CD8 T","CD44",0.850313799554771,461.75,391,0.160580800542219,426,0.637411086861884,757,0.184054865100295,308,0.18030502884543,356
"496","CD8 T","LGALS1","CD8 T","PTPRC",0.858897647264007,571.5,665,0.0951720608693055,671,0.84425319622767,278,-0.059881568378623,678,-0.0221774307634522,659
"497","CD8 T","B2M","B","CD3G",0.874200569919551,518.25,562.5,0.0928906187772421,681,0.847382158699134,267,-0.0197971701795583,619,0.0831485521987942,506
"498","NK","GNAS","NK","ADRB2",0.875725802244516,472.5,417,0.1925178180524,327,0.656455003398622,729,0.104806372224667,403,0.12717244787426,431
"499","B","B2M","NK","KIR2DL3",0.88599366521921,413.5,340.5,0.308066254138689,115,0.851920939519777,248,0.0843746846189416,433,-0.272434434877542,858
"500","B","CXCR4","CD8 T","CCR7",0.900158735605262,641.5,651,0.113838106325316,578,0.715661394028799,622,-0.0621245455543489,686,-0.0409314549020925,680
"501","CD8 T","CALR","CD8 T","HLA-F",0.900158735605262,600.75,631.5,0.0996871727298299,645,0.794929389760768,454,-0.0172576578865418,618,-0.048559026132203,686
"502","CD8 T","CCL5","B","CXCR3",0.900158735605262,409.75,397,0.0924193368009704,686,0.76656583454019,527,0.351948949514042,159,0.285423303223527,267
"503","CD8 T","ADAM10","NK","NOTCH1",0.901505155166299,520.5,431.5,0.234036554188359,232,0.417564100879091,987,0.0898135706743145,427,0.120206687204697,436
"504","CD8 T","ITGA4","B","CD81",0.906704784249005,504.5,429.5,0.186815732146211,340,0.588902568376586,819,0.0916842997085847,422,0.120013541807992,437
"505","B","ICAM2","CD8 T","ITGAL",0.911918928821776,476.5,403.5,0.178981871135427,358,0.649064025921012,741,0.121542293181819,369,0.11914288360859,438
"506","NK","CD8A","CD8 T","LAT",0.916008545535893,651,651.5,0.091984536862909,689,0.6994132916708,663,-0.0135279951979293,612,-0.00899471618537787,640
"507","B","GRN","CD8 T","TNFRSF1A",0.917147558009569,519.25,422,0.166280820937294,405,0.549214222066007,869,0.126016717541922,364,0.118198663052108,439
"508","NK","HLA-A","CD8 T","APLP2",0.921338035747198,503.75,501.5,0.0918266002821309,690,0.799758077065052,441,0.0135314819814957,562,0.207058209070076,322
"509","CD8 T","HLA-C","B","CD3G",0.926690748097339,584.25,643,0.0916610215878645,691,0.822970117146123,360,-0.0306867181226834,638,-0.0153499809426927,648
"510","B","TNFRSF14","NK","CD160",0.932066749945614,479,425.5,0.174151581247213,378,0.683618830329881,692,0.120820593001893,373,0.102257168892348,473
"511","NK","CD160","B","TNFRSF14",0.937466108748875,479,425.5,0.174151581247213,378,0.683618830329881,692,0.120820593001893,373,0.102257168892348,473
"512","CD8 T","HLA-DRA","NK","CD63",0.937466108748875,473,492.5,0.0914532156620804,693,0.862212091638205,214,-0.010928184799164,608,0.165035423579876,377
"513","B","ICAM2","NK","ITGAL",0.943506872061488,489.25,421.5,0.177193630288325,371,0.647919553629352,743,0.105554111080069,399,0.116562989153691,444
"514","NK","MIF","NK","CXCR4",0.948335167535514,559,654,0.0986438839276859,647,0.856663885937358,233,-0.0508897644590625,661,-0.0527619133450275,695
"515","CD8 T","HLA-B","B","CD3G",0.948335167535514,611.75,667,0.0909698702671083,695,0.80878183649432,418,-0.0406716021428291,653,-0.0445162584558802,681
"516","B","LGALS9","CD8 T","CD47",0.959298466063095,563.75,563,0.157540922417994,432,0.678647434156491,697,0.0134330081680243,563,0.0533306236716601,563
"517","NK","HLA-B","NK","CD3G",0.959298466063095,466.25,470.5,0.0907872761574561,697,0.808626422311144,419,0.0371716144058254,522,0.319037354008575,227
"518","CD8 T","IFNAR1","CD8 T","IFNGR1",0.959494236071373,522.25,429.5,0.180933809797974,357,0.548148288235857,873,0.0987290222737692,412,0.114457185771655,447
"519","CD8 T","ITGB1","B","CD81",0.96485178912937,529.25,447.5,0.193360785284388,324,0.533277903084314,898,0.0786511399084082,447,0.113750957133022,448
"520","NK","CD74","CD8 T","CXCR4",0.972490646246553,491.25,598,0.109849245014761,595,0.913341609577381,67,-0.00734438370633483,601,-0.0639187307627426,702
"521","B","ITGB1BP1","CD8 T","ITGB1",0.975609340456861,512.75,426,0.188189071732403,335,0.553457386666201,864,0.104905512124814,402,0.112974638788045,450
"522","NK","HLA-C","NK","CD3G",0.975921301972589,444.25,446,0.0903043622158999,700,0.821881272920682,364,0.0347204970676023,528,0.356780391736547,185
"523","NK","CD58","NK","CD2",0.981009270245215,462,440.5,0.22441949240326,247,0.661457081756571,720,0.077533843587503,451,0.127738919043165,430
"524","NK","HLA-C","NK","CD8A",0.986263294059644,471,444,0.0789661242065196,761,0.855050118342612,240,-0.0376035960052746,648,0.308770509087942,235
"525","CD8 T","HLA-DRA","CD8 T","LAG3",0.992759239562216,522.5,477,0.140298223161479,496,0.794398440864242,458,-0.0733536075989323,703,0.125195390123429,433
"526","B","CD81","NK","CD37",0.992759239562216,618.5,633,0.115932799623791,571,0.774246031561542,505,-0.0660692114135221,695,-0.0639972087541797,703
"527","NK","TGFBR1","B","CD44",0.997293259076114,434.25,427,0.264895130007334,167,0.663262784414886,716,0.0752772902817385,454,0.150895505482718,400
"528","NK","HLA-DRB1","CD8 T","LAG3",0.998420004922209,620.5,611,0.0985183655965162,648,0.738905865733537,574,-0.0736952193066084,704,0.059807753022804,556
"529","B","HLA-B","NK","KIR2DL3",1,442,433.5,0.298170618912199,121,0.81332619477969,398,0.0679210110136603,469,-0.152701844384013,780
"530","B","HLA-A","NK","KIR2DL3",1,438,419.5,0.298025018519551,123,0.821908614755129,363,0.0641290790373773,476,-0.163304319727809,790
"531","B","HLA-C","NK","KIR2DL3",1,447,418,0.29760824323978,125,0.82657254093445,353,0.0597777085013612,483,-0.219611159625168,827
"532","NK","HLA-F","NK","KIR3DL2",1,445.75,428,0.2585465462059,182,0.643953374760238,745,0.0727804990707784,457,0.150898715883291,399
"533","B","HLA-B","NK","KIR3DL2",1,516.75,524.5,0.245222119574006,207,0.785382163171636,483,0.0127690063614755,566,-0.190015725970602,811
"534","B","HLA-A","NK","KIR3DL2",1,513.5,515.5,0.245102374586971,208,0.794925385221463,455,0.00897707438519244,576,-0.200618201314398,815
"535","B","HLA-B","B","SIGLEC10",1,525.25,530.5,0.234288241571955,231,0.789313623804121,471,-0.000476492580141305,590,-0.189058115437042,809
"536","B","S100A9","B","CD68",1,538,479,0.219591990895751,257,0.499997280265501,937,0.0557020512483768,488,0.102910169961461,470
"537","B","TGFB1","NK","TGFBR1",1,516.75,499.5,0.217514444680576,267,0.610581791986968,801,0.04434419989908,508,0.0947079777414095,491
"538","B","CD28","NK","CD86",1,559.5,480,0.206944990089361,288,0.401218099949677,990,0.0509768639250162,495,0.104740196103141,465
"539","NK","CD86","B","CD28",1,559.5,480,0.206944990089361,288,0.401218099949677,990,0.0509768639250162,495,0.104740196103141,465
"540","B","ADAM10","CD8 T","TSPAN5",1,556.5,472,0.204005657677148,297,0.422374542604283,985,0.0693774342349609,463,0.100325031789896,481
"541","CD8 T","ADAM10","NK","TSPAN14",1,542.25,446,0.200579813750416,303,0.451902255060786,974,0.0977793898372991,415,0.101368047380411,477
"542","B","TGFB1","NK","TGFBR3",1,549,532,0.199048463342506,307,0.584853675201545,825,0.0234928969924731,545,0.0771277595658827,519
"543","CD8 T","CD47","CD8 T","SIRPG",1,527.5,543,0.198312711348785,310,0.663624321458914,714,0.0299610357823058,532,0.0600073753334432,554
"544","CD8 T","SIRPG","CD8 T","CD47",1,527.5,543,0.198312711348785,310,0.663624321458914,714,0.0299610357823058,532,0.0600073753334432,554
"545","NK","ADRB2","CD8 T","CCR7",1,529,429.5,0.195717711929238,319,0.499271748954648,938,0.107308573617627,397,0.107900461244086,462
"546","CD8 T","TGFBR2","B","CD44",1,517.25,504.5,0.192775850173413,325,0.651267956651154,735,0.0378106314084713,519,0.0952058156490291,490
"547","CD8 T","TNFSF12","NK","TNFRSF25",1,515.25,447,0.188153834023449,336,0.581076515065532,831,0.0839835393995333,435,0.109169437760736,459
"548","B","ADAM10","NK","NOTCH1",1,591,516.5,0.188003550475052,337,0.391195609776153,994,0.0362085297700546,525,0.0829927323213774,508
"549","NK","ICAM2","NK","ITGAM",1,506.75,451,0.18507992482292,341,0.622678196333226,784,0.0801525934375472,444,0.109211841900922,458
"550","CD8 T","ADRB2","B","CCR7",1,559.75,477,0.184682212581887,343,0.492017826952888,942,0.0608505778579957,479,0.102157048929459,475
"551","CD8 T","ITGB1","CD8 T","CD81",1,553.5,479.5,0.184630983181868,344,0.527524485636695,911,0.0549453466376964,490,0.102967637720567,469
"552","CD8 T","ADAM10","NK","TSPAN17",1,569.75,472,0.183405940437927,349,0.422089702949559,986,0.0822476467328459,440,0.0833693655038262,504
"553","NK","ITGB1BP1","CD8 T","ITGB1",1,538.5,469,0.18328887312635,350,0.550194867974498,866,0.0659522920455593,474,0.105883677430175,464
"554","NK","TNFSF12","CD8 T","TNFRSF25",1,498.75,403.5,0.182038741351336,352,0.577049761341212,837,0.137946748106138,351,0.109968007329474,455
"555","CD8 T","ITGA4","CD8 T","CD81",1,528.5,462,0.178381424388951,361,0.583299048307928,829,0.0679785064378728,467,0.109230222395537,457
"556","B","IL10RB","B","IFNAR1",1,559.25,446.5,0.176853434709185,372,0.45448464209124,972,0.0869954620357962,430,0.10726305388951,463
"557","CD8 T","POMC","NK","ADRB2",1,574,483,0.176233733353436,375,0.47565094075845,955,0.0679676329556288,468,0.0870583464414691,498
"558","CD8 T","SELPLG","NK","ITGAM",1,549.5,477,0.173376713411415,382,0.55656274152168,862,0.0687886023070125,465,0.0958541699468338,489
"559","NK","TGFBR1","NK","CD44",1,611,629.5,0.171983951880995,388,0.61346528549399,797,-0.0453624441809605,657,0.0208600415570869,602
"560","B","TNFRSF1B","B","TRAF2",1,626,580,0.168021936931586,399,0.48902952022011,945,-0.0141401802195668,614,0.0643758968132829,546
"561","B","TRAF2","B","TNFRSF1B",1,626,580,0.168021936931586,399,0.48902952022011,945,-0.0141401802195668,614,0.0643758968132829,546
"562","B","CLEC2D","NK","KLRB1",1,580.5,512.5,0.166040088746993,406,0.536635180826551,891,0.0428418558173677,513,0.0809053844474187,512
"563","B","ITGA4","B","CD81",1,545.25,468,0.165912507006853,407,0.574466822097132,838,0.0822516371953992,439,0.0886658766811107,497
"564","B","POMC","CD8 T","ADRB2",1,598.25,508.5,0.165140224521991,411,0.467550316166927,965,0.0588003696520344,485,0.0719666866787715,532
"565","NK","S100A9","B","CD68",1,642.5,594.5,0.164179352905019,413,0.463709733340544,968,-0.0124658961639138,611,0.046185449901615,578
"566","NK","TNFSF12","NK","TNFRSF25",1,553.25,473,0.16390977160247,414,0.56419923343491,853,0.0836052376505236,437,0.0817865796999001,509
"567","CD8 T","ICAM2","NK","ITGAM",1,572.5,536.5,0.163779986254022,415,0.608211264962657,802,0.0213823024253649,549,0.0743833975606997,524
"568","NK","SELPLG","B","ITGAM",1,528.75,439,0.162994094630931,417,0.548929702581599,870,0.123151322352113,367,0.108152226121273,461
"569","B","IFNAR1","NK","IFNGR1",1,566.25,477,0.16219943083454,418,0.53457957864772,893,0.0711107495545559,459,0.0909612897449245,495
"570","CD8 T","CLEC2D","NK","KLRB1",1,580.25,501.5,0.161547731359207,419,0.533223350518847,899,0.0600708468321117,480,0.0746371761888008,523
"571","CD8 T","TNFRSF14","B","TRAF2",1,643.25,623,0.161386309251371,420,0.527749124961015,907,-0.0459253459370758,658,0.0356458436817582,588
"572","NK","FCGRT","B","IGFLR1",1,578.5,498.5,0.161291812814396,421,0.533591987518359,896,0.0646543288246015,475,0.0747531225996006,522
"573","B","ADAM10","NK","TSPAN14",1,616.25,529.5,0.161127466901401,422,0.424947437250452,984,0.0441743489330392,510,0.0641540924970922,549
"574","NK","ADRB2","B","PRNP",1,585.5,518.5,0.160748036416648,425,0.5433701760756,880,0.0499134943357371,497,0.0666825068017353,540
"575","B","ITGB1","B","CD81",1,593.75,510,0.159467293304541,429,0.509236250814346,926,0.05632322947966,487,0.0719306373283944,533
"576","B","ITGA4","CD8 T","CD81",1,570.25,501.5,0.158421932584678,430,0.568810605751567,848,0.0585458439246873,486,0.077882557268656,517
"577","B","TGFB1","CD8 T","TGFBR2",1,601.5,582,0.158294839158179,431,0.597848216106669,811,0.00687754102581273,579,0.0390182879077208,585
"578","B","TNFRSF14","CD8 T","CD160",1,511.75,481,0.157013656510222,437,0.672311019436763,705,0.117274713400518,380,0.0741982380917566,525
"579","CD8 T","CD160","B","TNFRSF14",1,511.75,481,0.157013656510222,437,0.672311019436763,705,0.117274713400518,380,0.0741982380917566,525
"580","B","PRNP","CD8 T","TNFRSF25",1,549.25,479.5,0.155484442529388,441,0.598146787461596,810,0.0896093115211538,428,0.0778664524515211,518
"581","NK","FCGRT","NK","IGFLR1",1,584.5,495,0.155324341711774,442,0.528897953771778,906,0.0784568670037809,448,0.0663934905897104,542
"582","B","ITGB1BP1","B","ITGB1",1,580,489,0.1552021101617,443,0.529538177192903,904,0.0825776016960657,438,0.0711543189834176,535
"583","NK","ICAM2","CD8 T","ITGAL",1,550,494.5,0.153987747505017,447,0.631747704992432,764,0.0758558149539466,453,0.0700219302159873,536
"584","B","GNAS","CD8 T","ADRB2",1,533,470.5,0.153846897893435,448,0.63074650675248,768,0.0912880075874738,423,0.0940933292611123,493
"585","NK","ICAM2","NK","ITGAL",1,560.25,510.5,0.1524492275516,451,0.630578902296733,769,0.0598676328521963,482,0.0674420357610884,539
"586","B","ITGB1","CD8 T","CD81",1,616.25,540.5,0.152267705702919,452,0.503462414992576,932,0.0326174362089482,529,0.0611473179159397,552
"587","NK","ITGB1BP1","B","ITGB1",1,607.5,530.5,0.151160849121036,453,0.526250490195862,916,0.0436243816168111,511,0.0640633576255479,550
"588","CD8 T","ADAM10","CD8 T","TSPAN14",1,628.5,534.5,0.150066293468957,457,0.416281951170132,988,0.0523030827472471,493,0.0492442567060996,576
"589","NK","SIGLEC7","B","CD320",1,654.75,582,0.148279432662156,463,0.400070062725518,992,-0.0147215903865114,616,0.0642755592697832,548
"590","B","B2M","CD8 T","CD3G",1,534,519,0.148056168094738,464,0.875151857600892,173,0.00915181803894619,574,-0.394253686046224,925
"591","CD8 T","ADRB2","CD8 T","CCR7",1,624.25,532.5,0.147920505544086,465,0.464332636941362,967,0.0515798138459819,494,0.0507189552550709,571
"592","B","ADAM10","NK","TSPAN17",1,644.5,558,0.147331548698136,469,0.395629551397021,993,0.028642605828586,537,0.046155410620507,579
"593","NK","GNAS","CD8 T","ADRB2",1,572.75,518,0.145502073838117,473,0.624228881599092,782,0.0490776124530219,499,0.0699909418852454,537
"594","B","TNFRSF1B","NK","TNFRSF1A",1,595.5,534,0.145266528353682,474,0.571836325279446,840,0.0282270596403254,540,0.0737351151596403,528
"595","NK","TNFRSF1A","B","TNFRSF1B",1,595.5,534,0.145266528353682,474,0.571836325279446,840,0.0282270596403254,540,0.0737351151596403,528
"596","CD8 T","TGFB1","NK","TGFBR1",1,663.25,660,0.14440052196696,477,0.560926042739246,856,-0.067609073185231,698,0.00362651244108805,622
"597","B","FCER2","B","ITGB2",1,611.5,622,0.144309853458338,478,0.736884521104098,584,-0.0973018596477061,724,-0.0230167026845146,660
"598","NK","IFNG","B","IFNGR1",1,525,450.5,0.143584149774917,481,0.549494225860438,868,0.160434769938521,331,0.134060225404685,420
"599","B","HLA-B","CD8 T","CD3G",1,558.5,541.5,0.143300341019183,483,0.841485324655061,288,-0.00730185556633509,600,-0.274521095552695,863
"600","B","HLA-A","CD8 T","CD3G",1,557,546.5,0.143230365694333,484,0.849013450946608,260,-0.0110937875426181,609,-0.285123570896492,875
"601","B","HLA-C","CD8 T","CD3G",1,560.75,551,0.143030064135657,485,0.853094418497543,245,-0.0154451580786342,617,-0.34143041079385,896
"602","CD8 T","TNFRSF1A","CD8 T","TNFRSF1B",1,556.5,501,0.141974120548192,489,0.569027522114693,846,0.117556463678065,378,0.0805517897791896,513
"603","CD8 T","TNFRSF1B","CD8 T","TNFRSF1A",1,556.5,501,0.141974120548192,489,0.569027522114693,846,0.117556463678065,378,0.0805517897791896,513
"604","B","LGALS9","NK","CD44",1,599.25,596,0.141586496696865,492,0.667215141479826,713,-0.00742352853196726,602,0.0330711110596905,590
"605","CD8 T","IFNG","B","IFNGR2",1,625.75,537,0.14109964123508,493,0.500282722928199,936,0.0408322306231306,516,0.0568623962098205,558
"606","B","PRNP","NK","TNFRSF25",1,605.25,549.5,0.139999976233313,498,0.5854767956338,824,0.0352678010655399,527,0.0496850248219476,572
"607","CD8 T","TNFRSF14","B","TRAF5",1,572.5,511.5,0.137548455758508,503,0.63132367234239,767,0.0473776787585516,500,0.076713665900704,520
"608","NK","S100A8","B","ITGB2",1,635.75,650,0.137430305238019,504,0.72543629562099,604,-0.113772167313741,739,-0.0556923715668928,696
"609","NK","CD47","B","HLA-C",1,487.75,494.5,0.136814755052355,505,0.902058986392299,103,0.0596123975913241,484,-0.272851575505622,859
"610","CD8 T","ICAM2","CD8 T","ITGAL",1,611,572,0.136266054753316,507,0.617414853686047,793,0.0170855239417643,555,0.0351934858757651,589
"611","CD8 T","IFNG","CD8 T","IFNGR1",1,609.25,527,0.135899401337023,509,0.542676954909513,881,0.0462913036017848,502,0.0644665961132903,545
"612","CD8 T","ICAM2","NK","ITGAL",1,620.5,589,0.134904595496926,510,0.616228194580752,794,0.00109734184001403,587,0.0326135914208662,591
"613","CD8 T","POMC","CD8 T","ADRB2",1,664,581,0.133194807330402,514,0.440909301104042,980,0.0122388731839837,568,0.0298768404524545,594
"614","CD8 T","TGFB1","NK","TGFBR3",1,692,679.5,0.132141578209155,515,0.534418836511275,894,-0.0884603760918379,713,-0.0139537057344388,646
"615","CD8 T","GRN","NK","TNFRSF1A",1,618.5,519.5,0.13144823574628,518,0.519980323443842,918,0.040736492536017,517,0.0751758820499556,521
"616","B","FAM3C","CD8 T","LAMP1",1,598,556.5,0.129325309930903,521,0.63152264866713,765,0.0427646354275359,514,0.0314181340446851,592
"617","CD8 T","ADAM10","B","CD44",1,635.25,609,0.128172404730555,523,0.610980265352986,800,-0.0108212188759206,607,0.0100489921713378,611
"618","NK","GRN","CD8 T","TNFRSF1B",1,585.25,540.5,0.128157992617352,524,0.606079891111694,805,0.0752687072878223,455,0.0572805198620153,557
"619","B","ICAM2","B","ITGAM",1,600,552.5,0.127636271824064,525,0.57813690289177,833,0.0697030775380022,462,0.0449941957934404,580
"620","NK","ADRB2","NK","CXCR4",1,658,683.5,0.12598483862572,534,0.703951446477656,649,-0.0908826858140036,718,-0.0977225621570958,731
"621","CD8 T","TGFBR2","NK","CD44",1,680.5,689,0.125160294714079,535,0.600764346113222,809,-0.0828291030542277,708,-0.0348296482766018,670
"622","B","TGFB1","CD8 T","ITGB1",1,662,642.5,0.124133638715027,536,0.584479342908625,827,-0.038321142642777,649,-0.00735847469321636,636
"623","B","IL10RB","CD8 T","IFNAR1",1,672.75,581,0.122698575727726,540,0.40966216729227,989,0.0165161572753244,557,0.0187034545185326,605
"624","CD8 T","HLA-DRA","B","CD19",1,650.75,604,0.122410601464362,541,0.745009444455925,566,-0.25305720430399,854,-0.0111231057070185,642
"625","NK","HLA-DRA","CD8 T","LAG3",1,557.75,515,0.122290713958926,543,0.782953285318283,487,-0.0912658890381975,719,0.098518456401583,482
"626","CD8 T","ADRB2","B","PRNP",1,670.75,604.5,0.121490950295631,546,0.508478831296184,928,-0.005815265435908,596,0.00950100081272068,613
"627","CD8 T","GNAS","NK","ADRB2",1,668.25,658.5,0.121083254229763,548,0.602449261498962,808,-0.0387585026006381,651,-0.0287646788335102,666
"628","CD8 T","ITGB1BP1","NK","ITGB7",1,554.75,523,0.120852707795175,550,0.649918535701848,737,0.0839124278890725,436,0.0908943244094827,496
"629","B","ADAM10","CD8 T","TSPAN14",1,686.25,599.5,0.120549527301997,551,0.389940219303476,995,-0.00130195815701283,591,0.0120303018227804,608
"630","B","IL10RB","NK","IL10RA",1,652,577.5,0.119547876839927,552,0.509121063231543,927,0.0356962508582829,526,0.0201944651472588,603
"631","CD8 T","LGALS1","CD8 T","ITGB1",1,671.5,698,0.119311975470237,554,0.672187939602848,707,-0.109617114554916,736,-0.0488389811777353,689
"632","B","HLA-C","B","CD81",1,626.75,625.5,0.118627800496549,558,0.83081032253514,333,-0.0652249806693551,693,-0.392107090385185,923
"633","B","HLA-A","B","APLP2",1,623.25,612.5,0.118251254718414,561,0.819244581855394,376,-0.0529794896964708,664,-0.334947184791711,892
"634","CD8 T","FAM3C","CD8 T","LAMP1",1,616.5,588.5,0.117902012689668,562,0.620698956192529,786,0.0454870593044034,503,0.00891975375988458,615
"635","NK","TNFRSF14","NK","TRAF5",1,584,540,0.117748383743165,565,0.613058408036291,798,0.072012875104216,458,0.0795355672575441,515
"636","CD8 T","ADRB2","B","CXCR4",1,656,676,0.117572540895572,566,0.696700083648664,673,-0.0788556277222656,706,-0.0395583526079414,679
"637","NK","FAM3C","NK","LAMP1",1,552,508,0.117243295993399,567,0.620039212685381,787,0.103182801412795,405,0.113667685147294,449
"638","B","SELPLG","NK","ITGAM",1,679,607,0.115890424350998,572,0.506452833612648,930,-0.0141017594962585,613,0.0245830391869552,601
"639","NK","CXCR4","B","CCR7",1,668.25,677,0.115105210083523,574,0.716786291366806,616,-0.120609599405718,745,-0.104839076765873,738
"640","CD8 T","ITGB1BP1","CD8 T","ITGB1",1,697,632,0.113617145660313,580,0.490587002129803,944,-0.0367814330417077,645,0.00506337055783639,619
"641","B","HLA-C","CD8 T","CD81",1,644,648,0.113272023622406,581,0.827538520776073,351,-0.0889307739400669,715,-0.40289040979764,929
"642","NK","TNFRSF1B","CD8 T","TNFRSF1A",1,658.75,599.5,0.112631847823787,582,0.540442563205577,886,0.0213689313804484,550,0.00687715941353763,617
"643","CD8 T","TNFRSF1A","NK","TNFRSF1B",1,658.75,599.5,0.112631847823787,582,0.540442563205577,886,0.0213689313804484,550,0.00687715941353763,617
"644","CD8 T","CD79B","NK","CD244",1,683,671.5,0.112561495947544,584,0.659400425828963,723,-0.189978482450689,805,0.00487182405365744,620
"645","CD8 T","IFNAR1","NK","IFNGR1",1,686.25,606.5,0.112531821505032,585,0.488937849955684,947,0.000631444794084224,588,0.00240169037394691,625
"646","CD8 T","CD81","NK","CD37",1,635,653,0.110698695943366,591,0.770182962531429,518,-0.089775004684234,716,-0.0747805281666344,715
"647","B","GRN","B","TNFRSF1B",1,649.25,596,0.110225005707307,594,0.587949143322559,820,0.00138810326694586,585,0.0263001084431201,598
"648","NK","ICAM2","B","ITGAM",1,658,614.5,0.109812361852302,596,0.559694946693663,859,0.0240165993101299,544,-0.00412675759916268,633
"649","B","TNFSF12","CD8 T","TNFRSF25",1,646.25,592.5,0.109223052374366,598,0.513811555096476,923,0.0623799361527911,477,0.0359155685204516,587
"650","NK","CD160","CD8 T","TNFRSF14",1,665,643.5,0.108597464226753,601,0.630488666501354,772,-0.0258548908184653,631,-0.0207024730334093,656
"651","CD8 T","TNFRSF14","NK","CD160",1,665,643.5,0.108597464226753,601,0.630488666501354,772,-0.0258548908184653,631,-0.0207024730334093,656
"652","NK","ADRB2","NK","PRNP",1,702,632,0.10820333959926,603,0.494001488746627,941,-0.0239595257892471,626,-0.00801267034298614,638
"653","B","B2M","B","HLA-F",1,576.75,637.5,0.107442652168767,604,0.90959693574739,80,-0.0562411192584006,671,-0.465002029312138,952
"654","NK","HLA-DRA","B","CD19",1,685.25,641,0.106698998119091,608,0.731743372828587,595,-0.270969485743255,864,-0.0378000394288648,674
"655","B","CD28","CD8 T","CD247",1,649,629,0.106196668720239,611,0.639658041534502,752,0.00135381699703997,586,-0.0140480788197749,647
"656","CD8 T","HLA-DRA","B","CD82",1,625.25,602.5,0.1058870700901,612,0.789485604753837,470,-0.209103846975089,826,0.0304498177286388,593
"657","B","ITGB1BP1","CD8 T","ITGB2",1,636.25,638,0.105215843034323,617,0.749833280545168,555,-0.0489161865647333,659,-0.0737036100755551,714
"658","NK","MIF","CD8 T","CD74",1,554.5,676.5,0.105182032360752,618,0.898486110646152,114,-0.107128797543112,735,-0.119529158693127,751
"659","CD8 T","TGFB1","CD8 T","TGFBR2",1,729,711,0.105086618190733,619,0.547771365595473,875,-0.105075732058498,730,-0.0520631773926006,692
"660","B","CD99","CD8 T","PILRB",1,695.75,693,0.10505227475445,620,0.73778257711491,580,-0.137962450588017,766,-0.204417274000277,817
"661","NK","PRNP","CD8 T","TNFRSF25",1,667.25,622,0.104660288936921,621,0.549793490983518,867,0.0157362913961696,558,0.00317127530679966,623
"662","B","IFNAR1","B","IFNGR1",1,688.25,611,0.104431788478803,622,0.479609618969882,953,0.00778068406273628,578,0.0253051869950415,600
"663","B","B2M","CD8 T","HLA-F",1,591.5,661,0.103776178020043,625,0.908159197012684,85,-0.0674901325321039,697,-0.479685763547179,959
"664","B","ICAM2","CD8 T","ITGB2",1,616,650,0.103450272947678,626,0.794142889509624,459,-0.0593924331520994,674,-0.0676809028964384,705
"665","CD8 T","ITGB2","B","ICAM2",1,616,650,0.103450272947678,626,0.794142889509624,459,-0.0593924331520994,674,-0.0676809028964384,705
"666","B","ITGB1BP1","B","ITGB7",1,651.5,641.5,0.103432134148406,628,0.632010762323103,763,0.0144035141934431,560,-0.0202796643807718,655
"667","NK","CD79B","NK","CD244",1,702.25,687.5,0.103195717746141,630,0.64957857063491,738,-0.189601009671713,804,-0.00791494273639892,637
"668","B","HLA-A","NK","APLP2",1,668.25,672.5,0.103194679070221,631,0.808940530255229,417,-0.088831332481679,714,-0.366767712136353,911
"669","B","ADAM10","B","CD44",1,702.75,676.5,0.102961980643741,632,0.58465838057968,826,-0.0644262597801805,690,-0.0271649627119814,663
"670","CD8 T","SELPLG","B","ITGAM",1,698.5,642,0.102868565610847,633,0.491554868158823,943,0.0126526081795952,567,-0.0174844295532507,651
"671","NK","ITGB1BP1","CD8 T","ITGB2",1,656.75,673,0.102476159360743,634,0.747350562146203,562,-0.087869406643988,712,-0.0807945714334248,719
"672","B","TGFB1","B","ITGB1",1,715.75,685.5,0.102374715456472,635,0.56090349081367,857,-0.0606490530715252,681,-0.0491787944978435,690
"673","CD8 T","IFNG","NK","IFNGR2",1,720,640.5,0.101790791558787,636,0.459552963401339,969,-0.0256104813480122,630,-0.0138224912789433,645
"674","NK","GRN","NK","TNFRSF1B",1,685.5,643,0.101671145883096,637,0.578130489419094,834,-0.0209188250097946,622,-0.0163941105036367,649
"675","NK","ITGB1BP1","B","ITGB7",1,677,652,0.100738895933724,640,0.628937383527005,776,-0.0245497058858116,628,-0.0273706257386415,664
"676","CD8 T","LGALS1","B","ITGB1",1,717,730.5,0.0983982236060589,649,0.65061373509416,736,-0.131945024983664,758,-0.0906593009823625,725
"677","B","TNFSF12","NK","TNFRSF25",1,694.5,633,0.0983456896895067,650,0.500702140934129,935,0.00803842569717719,577,0.00773414089087811,616
"678","CD8 T","MIF","B","CD44",1,620,674,0.0981621515330766,651,0.804513025815499,427,-0.0763310099165346,705,-0.0586566165445939,697
