"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.expr","receptor.expr","global_mean","LRscore"
"135","B","NK","HLA-A","HLA-A","KLRD1","KLRD1",3.2691842147084,1.2213122175345,0.199056328661466,0.909405749196734
"136","B","NK","ITGB2","ITGB2","ICAM2","ICAM2",0.760072642284877,0.459545030143938,0.199056328661466,0.748049710525832
"137","B","NK","ITGB2","ITGB2","CD82","CD82",0.760072642284877,0.195516527475114,0.199056328661466,0.659471878534406
"138","B","NK","ITGB2","ITGB2","ICAM3","ICAM3",0.760072642284877,0.838508767564103,0.199056328661466,0.800421637305175
"139","B","NK","CD2","CD2","CD48","CD48",0.163910940299779,1.2284932202849,0.199056328661466,0.692715554834196
"140","B","NK","CD2","CD2","CD53","CD53",0.163910940299779,1.94955731267751,0.199056328661466,0.739573419050713
"141","B","NK","PTPRC","PTPRC","CD247","CD247",0.761533411345825,1.93758526636851,0.199056328661466,0.859202030509369
"142","B","NK","CD48","CD48","CD2","CD2",1.54599795581421,0.729939927646468,0.199056328661466,0.842188918923412
"143","B","NK","CD48","CD48","CD244","CD244",1.54599795581421,0.387601899198962,0.199056328661466,0.795453002337013
"144","B","NK","HLA-C","HLA-C","CD8A","CD8A",3.48661807632961,0.320410594798603,0.199056328661466,0.841516822724441
"145","B","NK","HLA-C","HLA-C","CD3D","CD3D",3.48661807632961,0.382422591834352,0.199056328661466,0.852961385615726
"146","B","NK","HLA-C","HLA-C","CD3G","CD3G",3.48661807632961,0.196046214000817,0.199056328661466,0.805953952637058
"147","B","NK","HLA-C","HLA-C","CD53","CD53",3.48661807632961,1.94955731267751,0.199056328661466,0.929066316547155
"148","B","NK","HLA-C","HLA-C","KIR2DL3","KIR2DL3",3.48661807632961,0.258151009290912,0.199056328661466,0.82657254093445
"149","B","NK","CD28","CD28","CD247","CD247",0.116665254727136,1.93758526636851,0.199056328661466,0.704884139771339
"150","B","NK","CD28","CD28","CD86","CD86",0.116665254727136,0.152487467483942,0.199056328661466,0.401218099949677
"151","B","NK","MS4A1","MS4A1","CD53","CD53",2.06105128717675,1.94955731267751,0.199056328661466,0.909667076941693
"152","B","NK","MS4A1","MS4A1","CD82","CD82",2.06105128717675,0.195516527475114,0.199056328661466,0.761281896722805
"153","B","NK","ICAM2","ICAM2","ITGB2","ITGB2",0.534134895138124,2.20648250147255,0.199056328661466,0.845052684616485
"154","B","NK","ICAM2","ICAM2","ITGAM","ITGAM",0.534134895138124,0.234815856249862,0.199056328661466,0.640178086815785
"155","B","NK","ICAM2","ICAM2","ITGAL","ITGAL",0.534134895138124,0.251222995315255,0.199056328661466,0.647919553629352
"156","B","NK","ITGA4","ITGA4","CD82","CD82",0.263518666424227,0.195516527475114,0.199056328661466,0.532777106275381
"157","B","NK","HLA-E","HLA-E","CD8A","CD8A",2.49940506611986,0.320410594798603,0.199056328661466,0.818039024995443
"158","B","NK","HLA-E","HLA-E","KLRC1","KLRC1",2.49940506611986,0.642471081440022,0.199056328661466,0.864241780730991
"159","B","NK","HLA-E","HLA-E","KLRD1","KLRD1",2.49940506611986,1.2213122175345,0.199056328661466,0.897721163328375
"160","B","NK","SELL","SELL","SELPLG","SELPLG",1.30654727375117,0.421189604392454,0.199056328661466,0.788436276394561
"161","B","NK","CD99","CD99","PILRB","PILRB",0.963961662169009,0.273160727957553,0.199056328661466,0.72050503054847
"162","B","NK","IFNAR1","IFNAR1","IFNGR1","IFNGR1",0.268825761334954,0.194453137051598,0.199056328661466,0.53457957864772
"163","B","NK","CD53","CD53","CD37","CD37",1.54868748876476,1.70073059366287,0.199056328661466,0.890747598299722
"164","B","NK","CD22","CD22","PTPRC","PTPRC",0.554265365533974,1.32853032426019,0.199056328661466,0.811708231942068
"165","B","NK","TNFRSF1B","TNFRSF1B","TNFRSF1A","TNFRSF1A",0.215719706431801,0.327631764490504,0.199056328661466,0.571836325279446
"166","B","NK","IL4R","IL4R","IL2RG","IL2RG",0.225549287493566,1.43368654319809,0.199056328661466,0.740714158817354
"167","B","NK","CD82","CD82","ITGB2","ITGB2",0.74625170437508,2.20648250147255,0.199056328661466,0.865706830969765
"168","B","NK","CD82","CD82","CD37","CD37",0.74625170437508,1.70073059366287,0.199056328661466,0.849840449984532
"169","B","NK","CALR","CALR","HLA-F","HLA-F",0.571057825365127,0.711714099875384,0.199056328661466,0.762057966492447
"170","B","NK","HLA-F","HLA-F","KIR3DL2","KIR3DL2",0.789576504544845,0.182113235170343,0.199056328661466,0.655764305981241
"171","B","NK","IL2RG","IL2RG","IL2RB","IL2RB",1.05806193300126,1.11912454781748,0.199056328661466,0.845359672687404
"172","B","NK","ICAM3","ICAM3","ITGB2","ITGB2",0.954335724036847,2.20648250147255,0.199056328661466,0.87937208274816
"173","B","NK","ICAM3","ICAM3","ITGAL","ITGAL",0.954335724036847,0.251222995315255,0.199056328661466,0.710968080243627
"174","B","NK","CD79B","CD79B","CD244","CD244",2.35601897992618,0.387601899198962,0.199056328661466,0.827607598825399
"175","B","NK","FCGRT","FCGRT","IGFLR1","IGFLR1",0.298984981614477,0.226073187746621,0.199056328661466,0.566365648714743
"176","B","NK","CD81","CD81","CD37","CD37",0.274033491965373,1.70073059366287,0.199056328661466,0.774246031561542
"177","B","NK","TNFRSF17","TNFRSF17","LY9","LY9",0.404739324486022,0.198586029682839,0.199056328661466,0.587501194117804
"178","B","NK","IL10RB","IL10RB","IL10RA","IL10RA",0.10230704854623,0.416619658939298,0.199056328661466,0.509121063231543
"179","B","NK","CD47","CD47","HLA-C","HLA-C",0.660883773505572,4.30320983709084,0.199056328661466,0.894424995027676
"180","B","NK","CLEC2D","CLEC2D","KLRB1","KLRB1",0.209066849841072,0.254202005013875,0.199056328661466,0.536635180826551
"181","B","NK","TRAF2","TRAF2","TNFRSF1B","TNFRSF1B",0.168244428119976,0.348430685292759,0.199056328661466,0.54880429968212
"182","B","NK","SELPLG","SELPLG","ITGB2","ITGB2",0.177682740845203,2.20648250147255,0.199056328661466,0.758777603779181
"183","B","NK","SELPLG","SELPLG","ITGAM","ITGAM",0.177682740845203,0.234815856249862,0.199056328661466,0.506452833612648
"184","B","NK","SELPLG","SELPLG","SELL","SELL",0.177682740845203,1.76184856458229,0.199056328661466,0.737588343117485
"185","B","NK","TNFRSF14","TNFRSF14","TRAF5","TRAF5",0.471659436820677,0.151053952752394,0.199056328661466,0.572818343412581
"186","B","NK","TNFRSF14","TNFRSF14","CD160","CD160",0.471659436820677,0.392220447314644,0.199056328661466,0.683618830329881
"187","B","NK","CSF3R","CSF3R","CD244","CD244",0.111719863309877,0.387601899198962,0.199056328661466,0.511097878364293
"188","B","NK","LGALS9","LGALS9","PTPRC","PTPRC",0.374319606450614,1.32853032426019,0.199056328661466,0.779865277513123
"189","B","NK","LGALS9","LGALS9","CD44","CD44",0.374319606450614,0.425514216912607,0.199056328661466,0.667215141479826
"190","B","NK","LGALS9","LGALS9","CD47","CD47",0.374319606450614,0.96402498162402,0.199056328661466,0.751107135657461
"191","B","NK","LGALS9","LGALS9","HAVCR2","HAVCR2",0.374319606450614,0.320318092325787,0.199056328661466,0.634976075689551
"192","B","NK","FCER2","FCER2","ITGB2","ITGB2",0.408886667884992,2.20648250147255,0.199056328661466,0.826741678359189
"193","B","NK","HLA-DMA","HLA-DMA","CD74","CD74",1.51292569675711,2.18887254872958,0.199056328661466,0.90140049288017
"194","B","NK","HLA-DMB","HLA-DMB","CD74","CD74",1.09959541660319,2.18887254872958,0.199056328661466,0.886283854664009
"195","B","NK","BAG6","BAG6","NCR3","NCR3",0.415882888083069,0.815942968261378,0.199056328661466,0.745316286505998
"196","B","NK","B2M","B2M","CD3D","CD3D",5.08030092207413,0.382422591834352,0.199056328661466,0.875035873282509
"197","B","NK","B2M","B2M","CD3G","CD3G",5.08030092207413,0.196046214000817,0.199056328661466,0.833709706789921
"198","B","NK","B2M","B2M","HLA-E","HLA-E",5.08030092207413,3.0395118502117,0.199056328661466,0.951786475555181
"199","B","NK","B2M","B2M","CD247","CD247",5.08030092207413,1.93758526636851,0.199056328661466,0.94033967438514
"200","B","NK","B2M","B2M","KLRC1","KLRC1",5.08030092207413,0.642471081440022,0.199056328661466,0.900754480391105
"201","B","NK","B2M","B2M","HLA-F","HLA-F",5.08030092207413,0.711714099875384,0.199056328661466,0.905236608582442
"202","B","NK","B2M","B2M","KIR2DL3","KIR2DL3",5.08030092207413,0.258151009290912,0.199056328661466,0.851920939519777
"203","B","NK","B2M","B2M","KLRD1","KLRD1",5.08030092207413,1.2213122175345,0.199056328661466,0.926000443823931
"204","B","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.415304167091577,0.234552940157019,0.199056328661466,0.610581791986968
"205","B","NK","TGFB1","TGFB1","CXCR4","CXCR4",0.415304167091577,1.07522147794157,0.199056328661466,0.77048622403464
"206","B","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",0.415304167091577,0.189355420774789,0.199056328661466,0.584853675201545
"207","B","NK","LGALS1","LGALS1","PTPRC","PTPRC",0.611329574820841,1.32853032426019,0.199056328661466,0.819082629674179
"208","B","NK","TIMP1","TIMP1","CD63","CD63",0.137708812926166,2.07762185697321,0.199056328661466,0.728786096926508
"209","B","NK","POMC","POMC","ADRB2","ADRB2",0.194016969703946,0.208359627799299,0.199056328661466,0.502504417547799
"210","B","NK","S100A9","S100A9","ITGB2","ITGB2",0.285070839201063,2.20648250147255,0.199056328661466,0.799369512147246
"211","B","NK","CCL5","CCL5","CXCR3","CXCR3",0.491671035879648,0.254680211646446,0.199056328661466,0.639990159145765
"212","B","NK","CD59","CD59","CD2","CD2",0.1898219513316,0.729939927646468,0.199056328661466,0.651567515866416
"213","B","NK","MIF","MIF","CD74","CD74",0.910488685785623,2.18887254872958,0.199056328661466,0.87642185430584
"214","B","NK","MIF","MIF","CD44","CD44",0.910488685785623,0.425514216912607,0.199056328661466,0.757689199529763
"215","B","NK","MIF","MIF","CXCR4","CXCR4",0.910488685785623,1.07522147794157,0.199056328661466,0.832513106628476
"216","B","NK","GRN","GRN","TNFRSF1A","TNFRSF1A",0.37397282069396,0.327631764490504,0.199056328661466,0.637481297293463
"217","B","NK","GRN","GRN","TNFRSF1B","TNFRSF1B",0.37397282069396,0.348430685292759,0.199056328661466,0.644562731193861
"218","B","NK","YBX1","YBX1","NOTCH1","NOTCH1",2.14635154339254,0.136564891325529,0.199056328661466,0.731171510561051
"219","B","NK","FAM3C","FAM3C","LAMP1","LAMP1",0.26439734593398,0.724773124606441,0.199056328661466,0.687416348443132
"220","B","CD8 T","PRNP","PRNP","TNFRSF25","TNFRSF25",0.26927836115611,0.326010196917746,0.199056328661466,0.598146787461596
"221","B","CD8 T","ADAM10","ADAM10","CD44","CD44",0.119796825410415,1.02215523036448,0.199056328661466,0.637411086861884
"222","B","CD8 T","ADAM10","ADAM10","TSPAN5","TSPAN5",0.119796825410415,0.176851801542538,0.199056328661466,0.422374542604283
