"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"186","B","NK","TNFRSF14","TNFRSF14","CD160","CD160",0.0194054666428981,0.222235719360887,0.120820593001893
"187","B","NK","CSF3R","CSF3R","CD244","CD244",0.141102703795684,0.450270880147591,0.295686791971638
"188","B","NK","LGALS9","LGALS9","PTPRC","PTPRC",0.332966411257667,0.199362238129422,0.266164324693545
"189","B","NK","LGALS9","LGALS9","CD44","CD44",0.332966411257667,-0.347813468321602,-0.00742352853196726
"190","B","NK","LGALS9","LGALS9","CD47","CD47",0.332966411257667,0.315219141462208,0.324092776359938
"191","B","NK","LGALS9","LGALS9","HAVCR2","HAVCR2",0.332966411257667,0.335354750080831,0.334160580669249
"192","B","NK","FCER2","FCER2","ITGB2","ITGB2",0.39664483444791,0.751345154924872,0.573994994686391
"193","B","NK","HLA-DMA","HLA-DMA","CD74","CD74",1.09104300294576,-0.46491193429838,0.313065534323689
"194","B","NK","HLA-DMB","HLA-DMB","CD74","CD74",0.878093440368823,-0.46491193429838,0.206590753035221
"195","B","NK","BAG6","BAG6","NCR3","NCR3",0.36268245715329,0.16684796366942,0.264765210411355
"196","B","NK","B2M","B2M","CD3D","CD3D",-0.146800394044399,-0.770508077275564,-0.458654235659982
"197","B","NK","B2M","B2M","CD3G","CD3G",-0.146800394044399,-0.102576050382857,-0.124688222213628
"198","B","NK","B2M","B2M","HLA-E","HLA-E",-0.146800394044399,0.133988618238135,-0.0064058879031319
"199","B","NK","B2M","B2M","CD247","CD247",-0.146800394044399,0.822857141963529,0.338028373959565
"200","B","NK","B2M","B2M","KLRC1","KLRC1",-0.146800394044399,0.593385859969333,0.223292732962467
"201","B","NK","B2M","B2M","HLA-F","HLA-F",-0.146800394044399,-0.0596847558363558,-0.103242574940377
"202","B","NK","B2M","B2M","KIR2DL3","KIR2DL3",-0.146800394044399,0.315549763282282,0.0843746846189416
"203","B","NK","B2M","B2M","KLRD1","KLRD1",-0.146800394044399,0.941411595541444,0.397305600748523
"204","B","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",-0.168400180161521,0.257088579959681,0.04434419989908
"205","B","NK","TGFB1","TGFB1","CXCR4","CXCR4",-0.168400180161521,-0.328071622849363,-0.248235901505442
"206","B","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",-0.168400180161521,0.215385974146467,0.0234928969924731
"207","B","NK","LGALS1","LGALS1","PTPRC","PTPRC",-0.581859997168439,0.199362238129422,-0.191248879519509
"208","B","NK","TIMP1","TIMP1","CD63","CD63",-0.289813531665714,0.992036199275011,0.351111333804648
"209","B","NK","POMC","POMC","ADRB2","ADRB2",0.0827520076260036,0.146306251221355,0.114529129423679
"210","B","NK","S100A9","S100A9","ITGB2","ITGB2",-0.0496667552470431,0.751345154924872,0.350839199838914
"211","B","NK","CCL5","CCL5","CXCR3","CXCR3",-1.47463324085623,0.0409381631533636,-0.716847538851435
"212","B","NK","CD59","CD59","CD2","CD2",-0.0526329927308167,-0.04607086210725,-0.0493519274190334
"213","B","NK","MIF","MIF","CD74","CD74",-0.181110498862236,-0.46491193429838,-0.323011216580308
"214","B","NK","MIF","MIF","CD44","CD44",-0.181110498862236,-0.347813468321602,-0.264461983591919
"215","B","NK","MIF","MIF","CXCR4","CXCR4",-0.181110498862236,-0.328071622849363,-0.254591060855799
"216","B","NK","GRN","GRN","TNFRSF1A","TNFRSF1A",0.213151376096691,0.266829288843451,0.239990332470071
"217","B","NK","GRN","GRN","TNFRSF1B","TNFRSF1B",0.213151376096691,0.0038558037737445,0.108503589935218
"218","B","NK","YBX1","YBX1","NOTCH1","NOTCH1",0.109580232968932,0.0947355797042667,0.102157906336599
"219","B","NK","FAM3C","FAM3C","LAMP1","LAMP1",0.0623681071344965,0.35539222398518,0.208880165559838
"220","B","CD8 T","PRNP","PRNP","TNFRSF25","TNFRSF25",-0.0464792625498812,0.225697885592189,0.0896093115211538
"221","B","CD8 T","ADAM10","ADAM10","CD44","CD44",-0.0223185201641575,0.390428250364747,0.184054865100295
"222","B","CD8 T","ADAM10","ADAM10","TSPAN5","TSPAN5",-0.0223185201641575,0.161073388634079,0.0693774342349609
"223","B","CD8 T","ADAM10","ADAM10","TSPAN14","TSPAN14",-0.0223185201641575,0.0197146038501319,-0.00130195815701283
"224","B","CD8 T","ITGB1BP1","ITGB1BP1","ITGB2","ITGB2",0.118053129373661,-0.215885502503128,-0.0489161865647333
"225","B","CD8 T","ITGB1BP1","ITGB1BP1","ITGB1","ITGB1",0.118053129373661,0.0917578948759667,0.104905512124814
"226","B","CD8 T","ITGB1BP1","ITGB1BP1","ITGB7","ITGB7",0.118053129373661,-0.245214120043384,-0.0635804953348616
"227","B","CD8 T","TNFSF12","TNFSF12","TNFRSF25","TNFRSF25",-0.100938013286607,0.225697885592189,0.0623799361527911
"228","B","CD8 T","TYROBP","TYROBP","KLRD1","KLRD1",-0.802762760707826,-0.244049565304706,-0.523406163006266
"229","B","CD8 T","GNAS","GNAS","ADRB2","ADRB2",0.147727283496882,0.0348487316780652,0.0912880075874738
"230","B","CD8 T","GNAS","GNAS","PTGDR","PTGDR",0.147727283496882,-0.234464921139441,-0.0433688188212795
"231","B","CD8 T","HLA-B","HLA-B","CD8A","CD8A",-0.179707741254962,0.80169576099093,0.310994009867984
"232","B","CD8 T","HLA-B","HLA-B","CD3D","CD3D",-0.179707741254962,1.16615207929724,0.493222169021137
"233","B","CD8 T","HLA-B","HLA-B","CD3G","CD3G",-0.179707741254962,0.165104030122292,-0.00730185556633509
"234","B","CD8 T","HLA-B","HLA-B","KLRD1","KLRD1",-0.179707741254962,-0.244049565304706,-0.211878653279834
"235","B","CD8 T","HLA-DRA","HLA-DRA","CD63","CD63",1.56796413170488,-0.45508283054134,0.55644065058177
"236","B","CD8 T","HLA-DRA","HLA-DRA","CD37","CD37",1.56796413170488,-0.585581188516574,0.491191471594153
"237","B","CD8 T","HLA-DRA","HLA-DRA","LAG3","LAG3",1.56796413170488,0.867185353675475,1.21757474269018
"238","B","CD8 T","HLA-DRA","HLA-DRA","CD53","CD53",1.56796413170488,-0.145857585415317,0.711053273144782
"239","B","CD8 T","HLA-DRA","HLA-DRA","CD81","CD81",1.56796413170488,0.0181327983994261,0.793048465052154
"240","B","CD8 T","HLA-DRB1","HLA-DRB1","CD37","CD37",1.20782480514783,-0.585581188516574,0.311121808315628
