"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"225","NK","CD8 T","CD48","CD48","CD2","CD2",-0.264522680694847,0.781937018348528,0.25870716882684
"226","NK","CD8 T","CD244","CD244","CD48","CD48",0.455744665548484,0.171184840663691,0.313464753106087
"227","NK","CD8 T","CD58","CD58","CD2","CD2",0.195137667799331,0.781937018348528,0.488537343073929
"228","NK","CD8 T","LGALS1","LGALS1","CD69","CD69",0.851393512280607,-0.366174133746663,0.242609689266972
"229","NK","CD8 T","CD160","CD160","TNFRSF14","TNFRSF14",0.228400647297118,-0.26523614161139,-0.0184177471571361
"230","NK","CD8 T","TNFRSF14","TNFRSF14","CD160","CD160",0.245367863453388,0.230473667400483,0.237920765426936
"231","NK","CD8 T","CD47","CD47","SIRPG","SIRPG",0.31900441909013,0.361359839286474,0.340182129188302
"232","NK","CD8 T","LGALS3","LGALS3","LAG3","LAG3",-0.102569671425845,0.849096714223165,0.37326352139866
"233","NK","CD8 T","GRN","GRN","TNFRSF1B","TNFRSF1B",-0.0543607505379836,0.182395427715461,0.0640173385887386
"234","NK","CD8 T","ICAM3","ICAM3","ITGAL","ITGAL",-0.0607576097594341,0.159163816281881,0.0492031032612232
"235","NK","CD8 T","ICAM3","ICAM3","ITGB2","ITGB2",-0.0607576097594341,-0.205297672038008,-0.133027640898721
"236","NK","CD8 T","LGALS1","LGALS1","ITGB1","ITGB1",0.851393512280607,0.0858231534216422,0.468608332851125
"237","NK","CD8 T","LGALS1","LGALS1","PTPRC","PTPRC",0.851393512280607,0.204434981579088,0.527914246929848
"238","NK","CD8 T","TIMP1","TIMP1","CD63","CD63",0.120463704803075,-0.435708082155288,-0.157622188676106
"239","NK","CD8 T","KLRF1","KLRF1","CLEC2B","CLEC2B",0.541273127756099,-0.111118288381056,0.215077419687522
"240","NK","CD8 T","SELPLG","SELPLG","SELL","SELL",0.205272718135158,-0.581208975912435,-0.187968128888639
"241","NK","CD8 T","HLA-E","HLA-E","KLRD1","KLRD1",0.131558962179287,-0.217562727603903,-0.043001882712308
"242","NK","CD8 T","HLA-E","HLA-E","KLRC1","KLRC1",0.131558962179287,-0.0699349036600929,0.0308120292595971
"243","NK","CD8 T","LTB","LTB","TNFRSF1A","TNFRSF1A",-0.867663243683698,0.0485399418117062,-0.409561650935996
"244","NK","CD8 T","KLRB1","KLRB1","CLEC2D","CLEC2D",0.0594933051856916,0.0658005602051796,0.0626469326954356
"245","NK","CD8 T","HLA-B","HLA-B","CANX","CANX",0.170663837314111,-0.0575347717461879,0.0565645327839616
"246","NK","CD8 T","B2M","B2M","HLA-F","HLA-F",0.095783577689561,0.0188815881519753,0.0573325829207681
"247","NK","CD8 T","LRPAP1","LRPAP1","SORL1","SORL1",0.0832093356607842,0.164936958420999,0.124073147040892
"248","NK","CD8 T","HLA-A","HLA-A","APLP2","APLP2",0.12180259240297,-0.0968447850600281,0.0124789036714712
"249","NK","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",-0.00453200890838346,0.159163816281881,0.0773159036867485
"250","NK","CD8 T","CD59","CD59","CD2","CD2",-0.0749348763300458,0.781937018348528,0.353501071009241
"251","NK","CD8 T","HLA-B","HLA-B","KLRD1","KLRD1",0.170663837314111,-0.217562727603903,-0.023449445144896
"252","NK","CD8 T","SPON2","SPON2","ITGB2","ITGB2",1.32361348052603,-0.205297672038008,0.559157904244009
"253","NK","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",-0.00453200890838346,-0.205297672038008,-0.104914840473196
"254","NK","CD8 T","VIM","VIM","CD44","CD44",-0.705876509876022,0.368845072863553,-0.168515718506235
"255","NK","CD8 T","CD99","CD99","PILRB","PILRB",0.393271991004718,0.20415780196722,0.298714896485969
"256","NK","CD8 T","SPON2","SPON2","ITGA4","ITGA4",1.32361348052603,0.116117975000141,0.719865727763084
"257","NK","CD8 T","SPON2","SPON2","ITGB1","ITGB1",1.32361348052603,0.0858231534216422,0.704718316973834
"258","CD8 T","B","IFNG","IFNG","IFNGR1","IFNGR1",-0.0603653230137715,-0.155302787648957,-0.107834055331364
"259","CD8 T","B","IFNG","IFNG","IFNGR2","IFNGR2",-0.0603653230137715,0.165261448630208,0.0524480628082185
"260","CD8 T","B","CCL5","CCL5","CXCR3","CXCR3",0.967327579590536,-0.244760809528376,0.36128338503108
"261","CD8 T","B","ANXA1","ANXA1","FPR1","FPR1",0.451856211974826,0.112517399123446,0.282186805549136
"262","CD8 T","B","MIF","MIF","CXCR4","CXCR4",-0.0665274641998093,-0.167394827391622,-0.116961145795715
"263","CD8 T","B","ST6GAL1","ST6GAL1","CD22","CD22",0.102427342027178,0.566198334830593,0.334312838428885
"264","CD8 T","B","MIF","MIF","CD74","CD74",-0.0665274641998093,0.753111823473207,0.343292179636699
"265","CD8 T","B","CD2","CD2","CD48","CD48",0.781937018348528,0.0299376363379014,0.405937327343215
"266","CD8 T","B","CD48","CD48","CD2","CD2",0.171184840663691,-0.866228006383092,-0.347521582859701
"267","CD8 T","B","LGALS1","LGALS1","CD69","CD69",-0.29917078648646,0.172152601982702,-0.0635090922518787
"268","CD8 T","B","SEMA4D","SEMA4D","CD72","CD72",-0.0210884224444988,0.417344126374573,0.198127851965037
"269","CD8 T","B","CD160","CD160","TNFRSF14","TNFRSF14",0.230473667400483,0.0092212862034261,0.119847476801955
"270","CD8 T","B","SIRPG","SIRPG","CD47","CD47",0.361359839286474,-0.0262238914322103,0.167567973927132
"271","CD8 T","B","GRN","GRN","TNFRSF1B","TNFRSF1B",-0.194351003315368,-0.203092993357983,-0.198721998336675
