"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.expr","receptor.expr","global_mean","LRscore"
"205","NK","NK","SPON2","SPON2","ITGB2","ITGB2",1.6151430220959,2.20648250147255,0.199056328661466,0.904614214405542
"206","NK","NK","ICAM2","ICAM2","ITGB2","ITGB2",0.459545030143938,2.20648250147255,0.199056328661466,0.834947889988324
"207","NK","NK","VIM","VIM","CD44","CD44",0.986986404279211,0.425514216912607,0.199056328661466,0.765017824074059
"208","NK","NK","SPON2","SPON2","ITGAM","ITGAM",1.6151430220959,0.234815856249862,0.199056328661466,0.755728589916124
"209","NK","NK","HLA-F","HLA-F","KIR3DL2","KIR3DL2",0.711714099875384,0.182113235170343,0.199056328661466,0.643953374760238
"210","NK","NK","CD99","CD99","PILRB","PILRB",2.04349159165275,0.273160727957553,0.199056328661466,0.789622248867113
"211","NK","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",0.266159606718314,0.290100016839441,0.199056328661466,0.582628514317647
"212","NK","NK","SPON2","SPON2","ITGA5","ITGA5",1.6151430220959,0.161617726729182,0.199056328661466,0.7196282724764
"213","NK","NK","YBX1","YBX1","NOTCH1","NOTCH1",1.85709020668977,0.136564891325529,0.199056328661466,0.716708981829295
"214","NK","CD8 T","IFNG","IFNG","IFNGR1","IFNGR1",0.470846318282549,0.31265064799773,0.199056328661466,0.658411033723416
"215","NK","CD8 T","FASLG","FASLG","FAS","FAS",0.27283150035115,0.150088932642222,0.199056328661466,0.504113245451463
"216","NK","CD8 T","CD86","CD86","CD28","CD28",0.152487467483942,0.206915939538784,0.199056328661466,0.471558155047723
"217","NK","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",0.931933919326705,0.21085677859872,0.199056328661466,0.69010980041239
"218","NK","CD8 T","CCL5","CCL5","CXCR3","CXCR3",2.50336773982058,0.327414437002168,0.199056328661466,0.819759899296032
"219","NK","CD8 T","GNAS","GNAS","ADRB2","ADRB2",0.694354215587798,0.157475075583313,0.199056328661466,0.624228881599092
"220","NK","CD8 T","MIF","MIF","CXCR4","CXCR4",1.31632677078381,2.01083647943994,0.199056328661466,0.890987261389226
"221","NK","CD8 T","MIF","MIF","CD74","CD74",1.31632677078381,2.35808831742312,0.199056328661466,0.898486110646152
