"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"138","B","ICAM3","NK","ITGAL",0.429874899057508,185,176.5,0.16809575169484,172,0.710968080243627,217,0.103842121663432,170,0.114714743870553,181
"139","CD8 T","VIM","B","CD44",0.429874899057508,134,134,0.136432184592812,217,0.861741348455782,51,0.138405606369743,143,0.209607740368899,125
"140","NK","FASLG","B","FAS",0.432034904114377,156.75,117.5,0.387059273087177,24,0.474066543608995,368,0.169598319352097,125,0.248114118712337,110
"141","B","HLA-E","NK","KLRC1",0.432034904114377,132.75,118,0.213015227857588,125,0.864241780730991,49,0.211327642449325,111,0.0188174840683591,246
"142","NK","TNFRSF14","CD8 T","CD160",0.437853802726444,141.25,124.5,0.219200561716872,117,0.707957205046061,218,0.237920765426936,98,0.203573593710563,132
"143","B","GRN","CD8 T","TNFRSF1B",0.441323495012683,150.25,122,0.224416447111923,110,0.670618443967632,247,0.198567534031758,118,0.20768966366382,126
"144","CD8 T","B2M","NK","HLA-F",0.444551223276951,181,224.5,0.106753348746256,255,0.909331960581057,11,-0.0242606173758241,264,0.0962054609108207,194
"145","CD8 T","CD160","NK","TNFRSF14",0.445943266618833,141.25,124.5,0.219200561716872,117,0.707957205046061,218,0.237920765426936,98,0.203573593710563,132
"146","NK","LGALS1","B","PTPRC",0.488084734569247,134.5,132,0.130376387703808,224,0.86384393740651,50,0.22055801217393,105,0.14600901235927,159
"147","B","ADAM28","B","ITGA4",0.499393594724143,152.5,119,0.416234049144776,19,0.526903726706976,353,0.154614718148237,132,0.26300804002995,106
"148","B","CD47","CD8 T","SIRPG",0.505751183867869,142.75,135.5,0.277613996391558,74,0.700080419126572,226,0.167567973927132,126,0.172816386628054,145
"149","CD8 T","SIRPG","B","CD47",0.514762119308587,142.75,135.5,0.277613996391558,74,0.700080419126572,226,0.167567973927132,126,0.172816386628054,145
