"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.expr","receptor.expr","ligand.sum","receptor.sum","edge_specificity"
"1","B","B","ANXA1","ANXA1","FPR1","FPR1",0.393885390523984,0.106251394941705,4.42587558923229,0.154739805571736,0.0611087309336431
"2","B","B","FPR1","FPR1","ANXA1","ANXA1",0.106251394941705,0.393885390523984,0.154739805571736,4.42587558923229,0.0611087309336431
"3","B","B","PTDSS1","PTDSS1","JMJD6","JMJD6",0.27507301748237,0.223981345070093,0.693695021807627,0.566095305655995,0.156892328495968
"4","B","B","JMJD6","JMJD6","PTDSS1","PTDSS1",0.223981345070093,0.27507301748237,0.566095305655995,0.693695021807627,0.156892328495968
"5","B","B","IL10RB","IL10RB","IL10RA","IL10RA",0.10230704854623,0.139167457213665,0.305106194868974,1.16856378197364,0.0399337229487991
"6","B","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.415304167091577,0.234552940157019,1.6229445508379,0.275940460753103,0.217514444680576
"7","B","NK","FPR1","FPR1","ANXA1","ANXA1",0.106251394941705,2.1121373119575,0.154739805571736,4.42587558923229,0.327684229464865
"8","B","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",0.27507301748237,0.290100016839441,0.693695021807627,0.566095305655995,0.203206508668907
"9","B","NK","JMJD6","JMJD6","PTDSS1","PTDSS1",0.223981345070093,0.266159606718314,0.566095305655995,0.693695021807627,0.151808421021461
"10","B","NK","IL10RB","IL10RB","IL10RA","IL10RA",0.10230704854623,0.416619658939298,0.305106194868974,1.16856378197364,0.119547876839927
"11","B","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",0.415304167091577,0.21085677859872,1.6229445508379,0.340865791012027,0.158294839158179
"12","B","CD8 T","FPR1","FPR1","ANXA1","ANXA1",0.106251394941705,1.91985288675081,0.154739805571736,4.42587558923229,0.297852563997266
"13","B","CD8 T","JMJD6","JMJD6","PTDSS1","PTDSS1",0.223981345070093,0.152462397606942,0.566095305655995,0.693695021807627,0.0869593855026669
"14","B","CD8 T","IL10RB","IL10RB","IL10RA","IL10RA",0.10230704854623,0.612776665820675,0.305106194868974,1.16856378197364,0.175834595905579
"15","NK","B","IFNG","IFNG","IFNGR1","IFNGR1",0.470846318282549,0.125198274575497,0.649301528450821,0.632302059624825,0.143584149774917
"16","NK","B","FASLG","FASLG","FAS","FAS",0.27283150035115,0.117997956108831,0.310252968003089,0.268086888751053,0.387059273087177
"17","NK","B","TGFBR1","TGFBR1","TGFB1","TGFB1",0.234552940157019,0.415304167091577,0.275940460753103,1.6229445508379,0.217514444680576
"18","NK","B","IFNG","IFNG","IFNGR2","IFNGR2",0.470846318282549,0.22253843403016,0.649301528450821,0.433472873820884,0.372285272724069
"19","NK","B","ANXA1","ANXA1","FPR1","FPR1",2.1121373119575,0.106251394941705,4.42587558923229,0.154739805571736,0.327684229464865
"20","NK","B","PTDSS1","PTDSS1","JMJD6","JMJD6",0.266159606718314,0.223981345070093,0.693695021807627,0.566095305655995,0.151808421021461
"21","NK","B","JMJD6","JMJD6","PTDSS1","PTDSS1",0.290100016839441,0.27507301748237,0.566095305655995,0.693695021807627,0.203206508668907
"22","NK","B","IL10RB","IL10RB","IL10RA","IL10RA",0.202799146322744,0.139167457213665,0.305106194868974,1.16856378197364,0.0791590123904898
"23","NK","NK","IFNG","IFNG","IFNGR1","IFNGR1",0.470846318282549,0.194453137051598,0.649301528450821,0.632302059624825,0.223009370131396
"24","NK","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",0.931933919326705,0.234552940157019,1.6229445508379,0.275940460753103,0.488097893071809
"25","NK","NK","TGFBR1","TGFBR1","TGFB1","TGFB1",0.234552940157019,0.931933919326705,0.275940460753103,1.6229445508379,0.488097893071809
"26","NK","NK","IFNG","IFNG","IFNGR2","IFNGR2",0.470846318282549,0.160541608425798,0.649301528450821,0.433472873820884,0.268570580793514
"27","NK","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",0.266159606718314,0.290100016839441,0.693695021807627,0.566095305655995,0.196621845810029
"28","NK","NK","JMJD6","JMJD6","PTDSS1","PTDSS1",0.290100016839441,0.266159606718314,0.566095305655995,0.693695021807627,0.196621845810029
"29","NK","NK","IL10RB","IL10RB","IL10RA","IL10RA",0.202799146322744,0.416619658939298,0.305106194868974,1.16856378197364,0.236974946617471
"30","NK","CD8 T","IFNG","IFNG","IFNGR1","IFNGR1",0.470846318282549,0.31265064799773,0.649301528450821,0.632302059624825,0.358564665699609
"31","NK","CD8 T","FASLG","FASLG","FAS","FAS",0.27283150035115,0.150088932642222,0.310252968003089,0.268086888751053,0.492324740890841
"32","NK","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",0.931933919326705,0.21085677859872,1.6229445508379,0.340865791012027,0.355210329091986
"33","NK","CD8 T","TGFBR1","TGFBR1","TGFB1","TGFB1",0.234552940157019,0.275706464419614,0.275940460753103,1.6229445508379,0.14440052196696
"34","NK","CD8 T","JMJD6","JMJD6","PTDSS1","PTDSS1",0.290100016839441,0.152462397606942,0.566095305655995,0.693695021807627,0.112629554888942
"35","NK","CD8 T","IL10RB","IL10RB","IL10RA","IL10RA",0.202799146322744,0.612776665820675,0.305106194868974,1.16856378197364,0.348549845297733
"36","CD8 T","B","IFNG","IFNG","IFNGR1","IFNGR1",0.178455210168272,0.125198274575497,0.649301528450821,0.632302059624825,0.0544197514772521
"37","CD8 T","B","TGFBR2","TGFBR2","TGFB1","TGFB1",0.21085677859872,0.415304167091577,0.340865791012027,1.6229445508379,0.158294839158179
