"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.scaled","receptor.scaled","weight_sc"
"141","B","CD8 T","B2M","B2M","KLRD1","KLRD1",-0.96808152102379,-0.220226347035037,-0.594153934029413
"142","B","CD8 T","HLA-B","HLA-B","KLRD1","KLRD1",-0.728616340036732,-0.220226347035037,-0.474421343535884
"143","B","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",0.0887135674169522,-0.224075373209829,-0.0676809028964384
"144","B","CD8 T","VIM","VIM","CD44","CD44",0.202378642478704,0.363316964693636,0.28284780358617
"145","B","CD8 T","B2M","B2M","CD3G","CD3G",-0.96808152102379,0.179574148931341,-0.394253686046224
"146","B","CD8 T","B2M","B2M","KLRC1","KLRC1",-0.96808152102379,-0.0669805388544327,-0.517531029939111
"147","B","CD8 T","UBA52","UBA52","TGFBR2","TGFBR2",0.488520213935104,0.242034649719245,0.365277431827175
"148","NK","B","IFNG","IFNG","IFNGR1","IFNGR1",0.430365584741019,-0.162245133931649,0.134060225404685
"149","NK","B","FASLG","FASLG","FAS","FAS",0.412572643217306,0.0836555942073676,0.248114118712337
"150","NK","B","CD86","CD86","CD28","CD28",0.216944144860765,-0.00746375265448363,0.104740196103141
"151","NK","B","IFNG","IFNG","IFNGR2","IFNGR2",0.430365584741019,0.177969662556593,0.304167623648806
"152","NK","B","ALOX5AP","ALOX5AP","ALOX5","ALOX5",0.305550266656137,0.568163472075279,0.436856869365708
"153","NK","B","CCL5","CCL5","CXCR3","CXCR3",0.168221778573787,-0.206366198725265,-0.0190722100757391
"154","NK","B","ANXA1","ANXA1","FPR1","FPR1",0.525113064168404,0.222620338762458,0.373866701465431
"155","NK","B","SEMA4D","SEMA4D","CD72","CD72",-0.0218935989341459,0.485221202294718,0.231663801680286
"156","NK","B","ICAM3","ICAM3","ITGB2","ITGB2",-0.0459212925088382,-0.528850645187414,-0.287385968848126
"157","NK","B","TIMP1","TIMP1","CD63","CD63",0.0835221914342663,-0.514310355793901,-0.215394082179818
"158","NK","B","TGFB1","TGFB1","CXCR4","CXCR4",0.51015907840825,-0.131208762765105,0.189475157821572
"159","NK","B","SELPLG","SELPLG","ITGAM","ITGAM",0.215029628072617,0.00127482416992858,0.108152226121273
"160","NK","B","SELPLG","SELPLG","SELL","SELL",0.215029628072617,0.0406173891867041,0.127823508629661
"161","NK","B","SELPLG","SELPLG","ITGB2","ITGB2",0.215029628072617,-0.528850645187414,-0.156910508557398
