"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"249","NK","NK","ICAM2","ICAM2","ITGB2","ITGB2",0.00501994731302013,0.76124503366279,0.383132490487905
"250","NK","NK","VIM","VIM","CD44","CD44",-0.697169443707505,-0.363388381260008,-0.530278912483757
"251","NK","NK","B2M","B2M","CD3G","CD3G",0.0978170690027964,-0.0990995321886448,-0.000641231592924202
"252","NK","NK","B2M","B2M","KLRC1","KLRC1",0.0978170690027964,0.598978322464099,0.348397695733447
"253","NK","NK","SPON2","SPON2","ITGAM","ITGAM",1.31838243799041,0.153601182942091,0.735991810466252
"254","NK","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",0.0520586563245521,0.177269343738179,0.114664000031365
"255","NK","NK","GZMB","GZMB","PGRMC1","PGRMC1",1.816448758951,-0.0603168808647261,0.878065939043135
"256","NK","NK","UBA52","UBA52","NOTCH1","NOTCH1",-0.254970104888642,0.0834866505640046,-0.0857417271623189
"257","NK","NK","UBA52","UBA52","TGFBR1","TGFBR1",-0.254970104888642,0.25671106886053,0.000870481985943916
"258","NK","CD8 T","IFNG","IFNG","IFNGR1","IFNGR1",0.482480632898981,0.153541611596287,0.318011122247634
"259","NK","CD8 T","FASLG","FASLG","FAS","FAS",0.296480183662221,0.0996407075778385,0.198060445620029
"260","NK","CD8 T","CD86","CD86","CD28","CD28",0.122642269794594,0.175432342189804,0.149037305992199
"261","NK","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",0.52520843172441,0.179677444327208,0.352442938025809
"262","NK","CD8 T","CCL5","CCL5","CXCR3","CXCR3",0.208094035866703,0.206342322031593,0.207218178949148
"263","NK","CD8 T","GNAS","GNAS","PTGDR","PTGDR",0.0618810243723664,-0.231628835485249,-0.0848739055564413
"264","NK","CD8 T","ICAM3","ICAM3","ITGAL","ITGAL",-0.0574238313479709,0.163816575169513,0.0531963719107711
"265","NK","CD8 T","ICAM3","ICAM3","ITGB2","ITGB2",-0.0574238313479709,-0.219113634795648,-0.13826873307181
"266","NK","CD8 T","TIMP1","TIMP1","CD63","CD63",0.125243294383454,-0.440101455030917,-0.157429080323731
"267","NK","CD8 T","TGFB1","TGFB1","CXCR4","CXCR4",0.52520843172441,0.437530429926968,0.481369430825689
"268","NK","CD8 T","SELPLG","SELPLG","SELL","SELL",0.206774930456639,-0.600889625248314,-0.197057347395838
"269","NK","CD8 T","SELPLG","SELPLG","ITGB2","ITGB2",0.206774930456639,-0.219113634795648,-0.00616935216950473
"270","NK","CD8 T","LYZ","LYZ","ITGAL","ITGAL",-0.154740364929819,0.163816575169513,0.00453810511984691
"271","NK","CD8 T","TNFSF12","TNFSF12","TNFRSF25","TNFRSF25",0.0357588114147026,0.227425400010044,0.131592105712373
"272","NK","CD8 T","GNAI2","GNAI2","S1PR5","S1PR5",0.165453046700815,0.0496952585830778,0.107574152641946
