"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"56","NK","HLA-A","B","APLP2",0.230961356506629,67.75,63,0.141796036581572,100,0.832301474769127,47,0.0988951600294052,79,0.295128063436788,45
"57","B","SEMA4D","B","CD72",0.250154533934025,70.25,51,0.310855242580462,24,0.593146061972944,155,0.214622781740783,47,0.25256855582716,55
"58","NK","FASLG","B","FAS",0.262832102106057,80.5,55,0.387059273087177,12,0.474066543608995,200,0.168034789138652,54,0.248114118712337,56
"59","NK","CCL5","NK","CXCR3",0.270192119938491,86.75,84.5,0.137898849526232,104,0.800450536998331,77,0.117370185684293,74,0.103066431527761,92
"60","CD8 T","SEMA4D","B","CD72",0.275882150896182,72.75,53.5,0.297626792107285,27,0.587888393974214,157,0.204501101678192,50,0.243599445934631,57
"61","CD8 T","HLA-A","B","APLP2",0.280734972342285,80.75,83.5,0.136735687880189,105,0.829750056694761,51,0.0618318707109655,96,0.159709503066277,71
"62","NK","IFNG","NK","IFNGR2",0.289306592664431,74.75,50,0.268570580793514,36,0.580044143706327,163,0.246510119498914,42,0.233482736160042,58
"63","CD8 T","VIM","B","CD44",0.291583391239965,65,64.5,0.136432184592812,106,0.861741348455782,25,0.139771811844267,65,0.209607740368899,64
"64","B","ADAM28","B","ITGA4",0.30310717347866,77.25,56,0.416234049144776,10,0.526903726706976,187,0.155217582092255,59,0.26300804002995,53
"65","B","ICAM3","CD8 T","ITGAL",0.314220375713892,85,80.5,0.169792176610995,75,0.711998705660993,108,0.12662504400382,71,0.117294638325452,86
"66","NK","SEMA4D","B","CD72",0.317285473114546,77,56,0.280023029774574,34,0.580483540124322,162,0.196704528351137,52,0.231663801680286,60
"67","B","ICAM3","NK","ITGAL",0.326020803465411,87.75,82.5,0.16809575169484,77,0.710968080243627,109,0.104242137066803,77,0.114714743870553,88
"68","CD8 T","B2M","CD8 T","HLA-F",0.377973468101687,84.25,103.5,0.11439080227328,125,0.912140503377007,5,0.0150082274068729,123,0.12395418604001,84
"69","CD8 T","ICAM3","CD8 T","ITGAL",0.390084529639252,104.5,106,0.150258859588343,92,0.699307684349738,114,0.0588778941664497,98,0.0552382077291956,114
"70","NK","HLA-A","NK","APLP2",0.390084529639252,79.75,76.5,0.123741574863696,114,0.822580545510065,60,0.065096505201097,93,0.263307536092146,52
"71","NK","GNAI2","B","FPR1",0.410354880808419,82.75,64.5,0.297493462217728,29,0.553016577948022,173,0.142791821000898,63,0.201167583724799,66
"72","CD8 T","ICAM3","NK","ITGAL",0.418187722729894,108.25,111.5,0.148757595641049,94,0.698250890847413,116,0.0364949872294322,107,0.0526583132742967,116
"73","NK","HLA-B","B","CANX",0.418187722729894,65.5,58.5,0.121618863914583,116,0.851257108171707,30,0.0745145193669717,87,0.369049377968649,29
"74","NK","IFNG","NK","IFNGR1",0.427207477372069,77.5,57,0.223009370131396,47,0.603189753024778,151,0.227586806965009,45,0.199716328154568,67
"75","NK","ICAM3","CD8 T","ITGAL",0.432795531962021,106.5,108,0.149184637194421,93,0.698552797301455,115,0.0524527129863359,101,0.0518254536456952,117
